band,date,patch,total.bright,avg.bright,hue,chrom,unique.id
NB088,71113,b,53595.21315,26.83786337,659.55,0.412086158,NB088.71113
NB088,71113,r,44182.14167,22.12425722,638.7366667,0.484512743,NB088.71113
NB088,71113,t,23317.48603,11.6762574,689.11,0.477715086,NB088.71113
NB088,71113,v,42863.07763,21.46373442,660.7533333,0.480179461,NB088.71113
NB089,71113,b,35923.70837,17.98883744,653.11,0.506282234,NB089.71113
NB089,71113,r,44651.3828,22.35923025,643.0933333,0.436032269,NB089.71113
NB089,71113,t,37762.63967,18.90968436,646.1466667,0.465309307,NB089.71113
NB089,71113,v,43803.66737,21.93473579,643.7266667,0.496037056,NB089.71113
NB090,71113,b,66305.67367,33.20264079,633.7466667,0.394946479,NB090.71113
NB090,71113,r,42633.604,21.34882524,659.08,0.453528631,NB090.71113
NB090,71113,t,26842.83747,13.4415811,657.14,0.46258076,NB090.71113
NB090,71113,v,37041.00933,18.54832716,673.7466667,0.473613702,NB090.71113
NB091,71113,b,62526.66567,31.31029828,581.0333333,0.43348303,NB091.71113
NB091,71113,r,45268.51133,22.66825805,661.7966667,0.489393376,NB091.71113
NB091,71113,t,20283.12207,10.15679623,665.7733333,0.536602222,NB091.71113
NB091,71113,v,54366.84533,27.22425906,639.0933333,0.447505838,NB091.71113
NB092,71113,b,124729.815,62.45859539,585.0333333,0.309136974,NB092.71113
NB092,71113,r,89900.26567,45.01765932,638.76,0.381362349,NB092.71113
NB092,71113,t,31407.9484,15.72756555,661.4033333,0.461102287,NB092.71113
NB092,71113,v,48692.88027,24.38301466,609.38,0.466487487,NB092.71113
NB093,71113,b,68725.427,34.414335,654.1133333,0.418641316,NB093.71113
NB093,71113,r,52351.66667,26.21515607,680.1033333,0.449606057,NB093.71113
NB093,71113,t,30976.42477,15.5114796,689.42,0.504334298,NB093.71113
NB093,71113,v,30985.97973,15.51626426,653.1033333,0.499084756,NB093.71113
NB094,71113,b,44420.0603,22.24339524,657.0666667,0.498880452,NB094.71113
NB094,71113,r,51207.10727,25.64201666,628.72,0.467426537,NB094.71113
NB094,71113,t,30391.6432,15.21864957,689.7233333,0.445471969,NB094.71113
NB094,71113,v,51677.35633,25.87749441,691.7166667,0.474975678,NB094.71113
NB095,71113,b,63441.7428,31.76852419,615.13,0.424685356,NB095.71113
NB095,71113,r,64472.0631,32.28445824,632.1033333,0.450027472,NB095.71113
NB095,71113,t,27319.8392,13.68044026,672.42,0.502267555,NB095.71113
NB095,71113,v,53677.02063,26.87882856,602.1233333,0.485269106,NB095.71113
NB096,71113,b,57942.15333,29.01459856,626.8,0.428895932,NB096.71113
NB096,71113,r,44851.53177,22.45945507,610.82,0.463938619,NB096.71113
NB096,71113,t,23908.6474,11.97228212,674.37,0.493989132,NB096.71113
NB096,71113,v,41057.1603,20.55941928,653.49,0.50468408,NB096.71113
NB097,71113,b,44894.06153,22.48075189,642.0833333,0.481754171,NB097.71113
NB097,71113,r,39617.25123,19.83838319,668.3566667,0.493604441,NB097.71113
NB097,71113,t,21382.05707,10.70708917,666.7666667,0.473531671,NB097.71113
NB097,71113,v,27675.5586,13.85856715,684.75,0.518623802,NB097.71113
NB098,71113,b,59413.83117,29.7515429,661.0766667,0.425267294,NB098.71113
NB098,71113,r,69765.2175,34.93501127,626.7866667,0.411384289,NB098.71113
NB098,71113,t,16841.3872,8.433343615,685.06,0.51653597,NB098.71113
NB098,71113,v,42728.25047,21.39621956,602.7833333,0.460878683,NB098.71113
NB099,71113,b,71580.32133,35.84392656,610.5,0.402566274,NB099.71113
NB099,71113,r,75724.81367,37.91928576,610.82,0.39605639,NB099.71113
NB099,71113,t,24566.25957,12.30158216,679.4133333,0.484668544,NB099.71113
NB099,71113,v,45782.49493,22.92563592,643.7266667,0.46852311,NB099.71113
NB100,71113,b,91185.64567,45.66131481,619.8366667,0.383921873,NB100.71113
NB100,71113,r,88858.53,44.49600901,610.82,0.38921855,NB100.71113
NB100,71113,t,34182.5292,17.11694001,673.8133333,0.494404845,NB100.71113
NB100,71113,v,49128.5899,24.60119675,643.4066667,0.480298536,NB100.71113
NB101,71113,b,35780.70277,17.91722722,626.7933333,0.47594604,NB101.71113
NB101,71113,r,27508.3663,13.77484542,660.02,0.497962348,NB101.71113
NB101,71113,t,16646.49593,8.335751594,661.16,0.420453073,NB101.71113
NB101,71113,v,20714.4791,10.37279875,660.0866667,0.498410207,NB101.71113
NB102,71213,b,42004.814,21.03395794,643.4066667,0.463810786,NB102.71213
NB102,71213,r,49928.77767,25.00189167,659.7066667,0.444320762,NB102.71213
NB102,71213,t,26026.54017,13.03281931,660.02,0.463544194,NB102.71213
NB102,71213,v,41056.14267,20.5589097,660.02,0.455289204,NB102.71213
NB103,71213,b,47189.30467,23.63009748,622.12,0.462358428,NB103.71213
NB103,71213,r,42288.69483,21.17611158,667.8,0.487481643,NB103.71213
NB103,71213,t,17742.27647,8.884464931,667.1066667,0.493800327,NB103.71213
NB103,71213,v,27124.84007,13.58279422,677.0466667,0.525440985,NB103.71213
NB104,71313,b,36841.0826,18.44821362,664.1,0.460216143,NB104.71313
NB104,71313,r,29169.6194,14.60671978,667.78,0.517857608,NB104.71313
NB104,71313,t,22624.7214,11.32935473,660.72,0.508845398,NB104.71313
NB104,71313,v,36870.49603,18.46294243,635.7066667,0.469804378,NB104.71313
NB105,71313,b,64172.22667,32.13431481,659.3933333,0.373422419,NB105.71313
NB105,71313,r,71115.06233,35.61094759,635.12,0.38598838,NB105.71313
NB105,71313,t,16647.37227,8.336190419,659.3933333,0.493745481,NB105.71313
NB105,71313,v,62973.82367,31.53421315,627.1133333,0.411559436,NB105.71313
NB106,71313,b,83546.55933,41.83603372,611.14,0.364482689,NB106.71313
NB106,71313,r,60130.52667,30.11042898,610.82,0.446208801,NB106.71313
NB106,71313,t,27334.64073,13.68785214,662.44,0.536605226,NB106.71313
NB106,71313,v,43937.18467,22.00159473,636.45,0.468496628,NB106.71313
NB107,71313,b,31144.76293,15.59577513,660.02,0.481372231,NB107.71313
NB107,71313,r,35138.0023,17.59539424,669.7166667,0.47373225,NB107.71313
NB107,71313,t,26355.94927,13.19777129,667.04,0.480384561,NB107.71313
NB107,71313,v,30539.36227,15.29262006,660.02,0.477039236,NB107.71313
NB108,71313,b,24360.805,12.19870055,659.3933333,0.47879701,NB108.71313
NB108,71313,r,32812.07643,16.43068424,664.4366667,0.49963677,NB108.71313
NB108,71313,t,21540.1929,10.78627586,683.1133333,0.494871863,NB108.71313
NB108,71313,v,31872.9643,15.96042278,668.3866667,0.546505224,NB108.71313
NB109,71313,b,45323.4272,22.5939318,599.09,0.449667688,NB109.71313
NB109,71313,r,37670.40587,18.77886633,655.1166667,0.488208656,NB109.71313
NB109,71313,t,23341.06287,11.63562456,680.4366667,0.515372517,NB109.71313
NB109,71313,v,39552.4898,19.71709362,642.7866667,0.479448083,NB109.71313
NB110,71313,b,33236.22873,16.56840914,661.05,0.481725784,NB110.71313
NB110,71313,r,47081.252,23.47021535,676.1733333,0.421494949,NB110.71313
NB110,71313,t,25126.3275,12.52558699,651.4933333,0.496998609,NB110.71313
NB110,71313,v,22962.15797,11.44673877,659.18,0.494868476,NB110.71313
NB111,71313,b,53691.00923,26.76520899,658.7533333,0.435745062,NB111.71313
NB111,71313,r,41832.87337,20.85387506,635.1366667,0.495350353,NB111.71313
NB111,71313,t,30898.92173,15.40325111,661.4225,0.492128965,NB111.71313
NB111,71313,v,32408.74887,16.15590671,682.05,0.51926774,NB111.71313
NB112,71313,b,28692.55947,14.36783148,659.7066667,0.480948824,NB112.71313
NB112,71313,r,36285.57857,18.17004435,626.7266667,0.482984958,NB112.71313
NB112,71313,t,29341.39443,14.69273632,643.7266667,0.459235243,NB112.71313
NB112,71313,v,46350.40667,23.21001836,661.72,0.446346437,NB112.71313
NB113,71313,b,41723.19577,20.79920028,627.43,0.450299602,NB113.71313
NB113,71313,r,32523.3655,16.21304362,675.4233333,0.506320541,NB113.71313
NB113,71313,t,34806.90653,17.35139907,677.4133333,0.474461978,NB113.71313
NB113,71313,v,27936.32687,13.92638428,658.4333333,0.508477832,NB113.71313
NB115,71313,b,41137.49413,20.59964654,610.18,0.426444061,NB115.71313
NB115,71313,r,47930.10533,24.00105425,644.0166667,0.470031603,NB115.71313
NB115,71313,t,38897.43567,19.47793474,681.7466667,0.412839888,NB115.71313
NB115,71313,v,40078.8359,20.06952223,628.8066667,0.468313128,NB115.71313
NB116,71313,b,84729.021,42.23779711,617.1633333,0.357416156,NB116.71313
NB116,71313,r,72262.77433,36.02331722,614.74,0.412945547,NB116.71313
NB116,71313,t,32700.24953,16.3012211,666.8033333,0.476942069,NB116.71313
NB116,71313,v,46070.98523,22.96659284,673.1833333,0.465537013,NB116.71313
NB117,71313,b,32167.65413,16.10798905,632.12,0.485377514,NB117.71313
NB117,71313,r,30836.5962,15.44146029,642.78,0.484690106,NB117.71313
NB117,71313,t,19855.46627,9.942647104,666.7266667,0.517763765,NB117.71313
NB117,71313,v,29774.99937,14.90986448,650.1133333,0.49318741,NB117.71313
NB118,71313,b,42000.6927,21.03189419,654.44,0.46176266,NB118.71313
NB118,71313,r,35737.33273,17.89550963,664.7566667,0.478158163,NB118.71313
NB118,71313,t,23347.50813,11.691291,662.4533333,0.487501807,NB118.71313
NB118,71313,v,28056.4026,14.04927521,649.1266667,0.498301335,NB118.71313
NB119,71413,b,44891.29217,22.37851055,668.05,0.454060132,NB119.71413
NB119,71413,r,38868.65847,19.37620063,682.4233333,0.490432569,NB119.71413
NB119,71413,t,29723.65183,14.8173738,651.44,0.486837822,NB119.71413
NB119,71413,v,25288.14723,12.60625485,675.05,0.510357288,NB119.71413
NB120,71413,b,78764.84303,39.44158389,626.0933333,0.329768594,NB120.71413
NB120,71413,r,112336.7767,56.25276748,626.7933333,0.346489024,NB120.71413
NB120,71413,t,39860.41917,19.96014981,678.11,0.448401026,NB120.71413
NB120,71413,v,64262.17267,32.17935537,635.12,0.43981192,NB120.71413
NB121,71413,b,64353.7229,32.08061959,660.11,0.410914531,NB121.71413
NB121,71413,r,55578.88657,27.70632431,593.8,0.471162714,NB121.71413
NB121,71413,t,23399.70517,11.66485801,677.8133333,0.555789874,NB121.71413
NB121,71413,v,46565.3968,23.21305922,625.7566667,0.506011486,NB121.71413
NB122,71413,b,95657.478,47.90058988,610.18,0.376532576,NB122.71413
NB122,71413,r,74533.38567,37.32267685,611.7866667,0.405620533,NB122.71413
NB122,71413,t,36888.91457,18.47216553,691.0966667,0.466968007,NB122.71413
NB122,71413,v,58707.603,29.39789835,600.1366667,0.461848276,NB122.71413
NB123,71413,b,103123.8103,51.63936421,607.8433333,0.332464138,NB123.71413
NB123,71413,r,71352.16,35.72967451,627.11,0.412230183,NB123.71413
NB123,71413,t,23514.8888,11.77510706,643.7933333,0.477329941,NB123.71413
NB123,71413,v,35528.3927,17.79088267,660.78,0.492743346,NB123.71413
NB124,71413,b,70823.60133,35.30588302,619.0433333,0.423785913,NB124.71413
NB124,71413,r,35829.83087,17.86133144,657.1266667,0.498667771,NB124.71413
NB124,71413,t,24116.80723,12.02233661,644.7733333,0.459782322,NB124.71413
NB124,71413,v,31102.30523,15.5046387,669.4333333,0.507488629,NB124.71413
NB125,71413,b,70189.348,35.14739509,627.4933333,0.406115242,NB125.71413
NB125,71413,r,40875.31423,20.46835966,644.1066667,0.489095339,NB125.71413
NB125,71413,t,21072.10497,10.5518803,686.74,0.531954359,NB125.71413
NB125,71413,v,44304.03407,22.18529498,661.4233333,0.480777111,NB125.71413
NB126,71413,b,34199.47553,17.12542591,634.8,0.487965057,NB126.71413
NB126,71413,r,22740.95663,11.38755966,666.1,0.500393216,NB126.71413
NB126,71413,t,23034.10303,11.53435305,653.4233333,0.514349343,NB126.71413
NB126,71413,v,29867.82893,14.95634899,660.42,0.487691321,NB126.71413
NB127,71413,b,48178.12397,24.12524986,643.4066667,0.429921465,NB127.71413
NB127,71413,r,44998.08837,22.53284345,660.02,0.494095258,NB127.71413
NB127,71413,t,23628.47153,11.83198374,660.7133333,0.488152304,NB127.71413
NB128,71413,b,128016.261,64.10428693,631.1133333,0.324263189,NB128.71413
NB128,71413,r,93755.55133,46.94819796,639.43,0.374455529,NB128.71413
NB128,71413,t,34228.2985,17.13985904,627.4433333,0.480576168,NB128.71413
NB128,71413,v,59262.46373,29.67574548,602.12,0.471060263,NB128.71413
NB129,71413,b,60827.42467,30.45940144,626.48,0.376679295,NB129.71413
NB129,71413,r,41617.03643,20.83977788,643.0933333,0.441460905,NB129.71413
NB129,71413,t,20262.08823,10.14626351,669.7166667,0.461209751,NB129.71413
NB129,71413,v,48107.763,24.09001652,643.4133333,0.44081559,NB129.71413
NB130,71413,b,28639.5078,14.3412658,643.4066667,0.497327545,NB130.71413
NB130,71413,r,33065.42353,16.55754809,649.7733333,0.487044881,NB130.71413
NB130,71413,t,21862.74827,10.94779583,674.7666667,0.487612447,NB130.71413
NB130,71413,v,24759.92453,12.39856011,650.7466667,0.505109207,NB130.71413
NB131,71413,b,76559.95667,38.33748456,585.7466667,0.371843072,NB131.71413
NB131,71413,r,58627.69733,29.35788549,641.7733333,0.456172833,NB131.71413
NB131,71413,t,32359.77803,16.20419531,611.14,0.460450424,NB131.71413
NB131,71413,v,50189.90433,25.13265114,595.1633333,0.474463824,NB131.71413
NB132,71413,b,75823.54567,37.96872592,622.4766667,0.395241607,NB132.71413
NB132,71413,r,38023.15607,19.04013824,671.3866667,0.50314974,NB132.71413
NB132,71413,t,29910.10243,14.97751749,643.4333333,0.473743313,NB132.71413
NB132,71413,v,38137.7976,19.09754512,610.18,0.487963225,NB132.71413
NB133,71413,b,137353.1587,68.77974896,621.3833333,0.323377746,NA
NB133,71413,r,105285.0143,52.72158955,579.7933333,0.360265746,NA
NB133,71413,t,31194.3901,15.62062599,672.1166667,0.497141919,NA
NB133,71413,v,86311.84333,43.2207528,614.8166667,0.363418517,NA
NB134,71413,b,46932.22397,23.50136403,642.3933333,0.446836854,NB134.71413
NB134,71413,r,56000.86133,28.04249441,663.4833333,0.457132971,NB134.71413
NB134,71413,t,24875.03547,12.45620204,679.6866667,0.543857073,NB134.71413
NB134,71413,v,45495.00813,22.78167658,611.7866667,0.503837031,NB134.71413
NB135,71413,b,98130.76633,49.1390918,650.4266667,0.338109809,NB135.71413
NB135,71413,r,51218.81603,25.64787984,626.0933333,0.423076431,NB135.71413
NB135,71413,t,28498.0847,14.27044802,676.4233333,0.478948684,NB135.71413
NB135,71413,v,56341.38287,28.21301095,610.1133333,0.464599531,NB135.71413
NB136,71413,b,46992.92777,23.53176153,627.7666667,0.464137537,NB136.71413
NB136,71413,r,24470.76127,12.25376128,642.78,0.507757626,NB136.71413
NB136,71413,t,16152.70147,8.088483459,672.0266667,0.520161445,NB136.71413
NB136,71413,v,22955.66223,11.49507373,689.79,0.511356792,NB136.71413
NB137,71413,b,62816.323,31.45534452,596.7933333,0.413954852,NB137.71413
NB137,71413,r,26872.6006,13.45648503,660.0566667,0.530135433,NB137.71413
NB137,71413,t,15097.78807,7.560234385,683.4333333,0.494863683,NB137.71413
NB137,71413,v,28538.71787,14.29079513,665.1133333,0.52537365,NB137.71413
NB138,71413,b,92836.87783,46.27960012,666.4866667,0.331718689,NB138.71413
NB138,71413,r,111617.013,55.64158175,666.1766667,0.335084277,NB138.71413
NB138,71413,t,23676.2482,11.80271595,689.45,0.51997488,NB138.71413
NB138,71413,v,96035.23267,47.87399435,642.7933333,0.316209446,NB138.71413
NB139,71413,b,46787.8584,23.32395733,669.84,0.473670699,NB139.71413
NB139,71413,r,37053.76577,18.47146848,680.7333333,0.49579362,NB139.71413
NB139,71413,t,21014.66563,10.4759051,663.4333333,0.496652095,NB139.71413
NB139,71413,v,42028.425,20.95135842,669.47,0.460345259,NB139.71413
NB140,71413,b,57307.85373,28.5682222,646.43,0.436402093,NB140.71413
NB140,71413,r,38553.73187,19.21920831,681.1033333,0.511472809,NB140.71413
NB140,71413,t,17033.58093,8.491316517,688.1366667,0.475363102,NB140.71413
NB140,71413,v,37089.8229,18.48944312,659.4833333,0.478177598,NB140.71413
NB141,71413,b,48420.5817,24.24666084,643.4066667,0.448759536,NB141.71413
NB141,71413,r,53026.3833,26.55302118,662.8,0.458442976,NB141.71413
NB141,71413,t,20330.26377,10.18040249,689.42,0.527356869,NB141.71413
NB141,71413,v,51591.602,25.83455283,680.7866667,0.445832864,NB141.71413
NB142,71413,b,54171.17,27.12627441,613.1166667,0.432354191,NB142.71413
NB142,71413,r,41640.0866,20.85132028,668.1433333,0.489246975,NB142.71413
NB142,71413,t,29982.8992,15.01397056,679.6866667,0.532693469,NB142.71413
NB142,71413,v,29845.69687,14.94526633,669.0733333,0.544874682,NB142.71413
NB143,71413,b,65303.86833,32.70098565,598.7666667,0.430861851,NB143.71413
NB143,71413,r,62366.971,31.230331,602.8133333,0.435834811,NB143.71413
NB143,71413,t,25029.72807,12.53366453,679.41,0.493176617,NB143.71413
NB143,71413,v,56094.60833,28.08943832,615.13,0.463965434,NB143.71413
NB144,71413,b,97024.28167,48.58501836,630.4,0.382921684,NB144.71413
NB144,71413,r,75845.9086,37.97992419,642.7766667,0.392929232,NB144.71413
NB144,71413,t,25344.1377,12.69110551,668.4333333,0.528975246,NB144.71413
NB144,71413,v,71152.04167,35.62946503,603.0933333,0.41557384,NB144.71413
NB145,71413,b,63534.59023,31.81501764,622.1633333,0.399070697,NB145.71413
NB145,71413,r,63395.297,31.7452664,599.49,0.421408083,NB145.71413
NB145,71413,t,28415.40073,14.22904393,627.4933333,0.482754473,NB145.71413
NB145,71413,v,48921.638,24.49756535,625.09,0.462161816,NB145.71413
NB146,71413,b,49453.76667,24.76402938,663.43,0.450789472,NB146.71413
NB146,71413,r,39187.12117,19.62299508,679.4133333,0.485107953,NB146.71413
NB146,71413,t,29831.92617,14.93837064,653.11,0.475658377,NB146.71413
NB146,71413,v,35225.49257,17.63920509,627.4333333,0.501355715,NB146.71413
NB147,71413,b,40470.20713,20.26550182,616.14,0.473415893,NB147.71413
NB147,71413,r,41729.69977,20.89619417,610.18,0.470352696,NB147.71413
NB147,71413,t,19991.27657,10.01065426,680.0933333,0.483409836,NB147.71413
NB147,71413,v,34325.6293,17.18859755,670.78,0.472316294,NB147.71413
NB148,71413,b,70767.44833,35.43687949,662.7966667,0.40123181,NB148.71413
NB148,71413,r,46008.11197,23.0386139,638.7333333,0.471847037,NB148.71413
NB148,71413,t,26906.66077,13.47354069,683.4233333,0.526883226,NB148.71413
NB148,71413,v,55262.27767,27.67264781,645.7466667,0.453080617,NB148.71413
NB149,71713,b,75692.9019,37.90330591,607.79,0.385447941,NB149.71713
NB149,71713,r,56127.99233,28.1061554,595.81,0.441877009,NB149.71713
NB149,71713,t,23961.19007,11.99859292,644.7233333,0.503043822,NB149.71713
NB149,71713,v,38555.35817,19.30663904,661.0566667,0.51093167,NB149.71713
NB150,71713,b,58034.20663,29.06069436,626.4133333,0.352030267,NB150.71713
NB150,71713,r,71009.78967,35.55823218,619.4633333,0.40829321,NB150.71713
NB150,71713,t,32222.30257,16.13535431,627.8133333,0.494924662,NB150.71713
NB150,71713,v,47399.96267,23.73558471,615.45,0.443754365,NB150.71713
NB151,71713,b,95920.247,48.03217176,610.18,0.342725457,NB151.71713
NB151,71713,r,66364.26433,33.23198014,626.7933333,0.360315266,NB151.71713
NB151,71713,t,35034.211,17.54342063,660.02,0.435738497,NB151.71713
NB151,71713,v,72118.593,36.1134667,610.18,0.398708714,NB151.71713
NB152,71713,b,73735.19733,36.75732669,656.1166667,0.365639715,NB152.71713
NB152,71713,r,65939.3424,32.87105803,657.4366667,0.442539471,NB152.71713
NB152,71713,t,30188.40373,15.0490547,681.12,0.496501489,NB152.71713
NB152,71713,v,58871.394,29.34765404,614.12,0.44153708,NB152.71713
NB153,71713,b,83205.90933,41.66545285,618.5,0.372896079,NB153.71713
NB153,71713,r,58031.112,29.05914472,670.42,0.42359577,NB153.71713
NB153,71713,t,23910.63267,11.97327625,689.11,0.483669533,NB153.71713
NB153,71713,v,48708.81687,24.39099493,644.81,0.442968923,NB153.71713
NB154,71713,b,50541.1469,25.30853625,610.18,0.383107126,NB154.71713
NB154,71713,r,37613.04305,18.83477369,682.07,0.48888574,NB154.71713
NB154,71713,t,24045.92343,12.04102325,689.1033333,0.497323795,NB154.71713
NB154,71713,v,34041.10053,17.04611945,664.7733333,0.524601908,NB154.71713
NB155,71713,b,27093.41443,13.50618865,635.19,0.478704059,NB155.71713
NB155,71713,r,29670.1353,14.79069556,674.8,0.48412665,NB155.71713
NB155,71713,t,19455.66127,9.69873443,683.17,0.482909068,NB155.71713
NB155,71713,v,27420.7151,13.6693495,635.19,0.47730558,NB155.71713
NB156,71713,b,39860.9525,19.96041688,618.5,0.434477726,NB156.71713
NB156,71713,r,60056.05433,30.07313687,658.7466667,0.383050855,NB156.71713
NB156,71713,t,19216.4584,9.622663195,684.3766667,0.532728387,NB156.71713
NB156,71713,v,33682.2544,16.86642684,640.0833333,0.532296284,NB156.71713
NB157,71813,b,99782.318,49.96610816,628.4433333,0.362388874,NB157.71813
NB157,71813,r,59823.81867,29.9568446,613.7633333,0.475553529,NB157.71813
NB157,71813,t,25913.11547,12.97602177,633.4566667,0.49565783,NB157.71813
NB157,71813,v,53466.95813,26.77363953,617.09,0.463330674,NB157.71813
NB158,71813,b,59454.8169,29.77206655,643.4066667,0.370221889,NB158.71813
NB158,71813,r,75060.999,37.58687982,610.5,0.400878838,NB158.71813
NB158,71813,t,29764.6028,14.90465839,660.02,0.509006539,NB158.71813
NB158,71813,v,54926.21833,27.50436572,627.1133333,0.465736672,NB158.71813
NB159,71913,b,65143.10143,32.62048144,594.06,0.394387748,NB159.71913
NB159,71913,r,61091.41767,30.59159623,587.1033333,0.433993132,NB159.71913
NB159,71913,t,24648.97993,12.34300447,679.1066667,0.487468629,NB159.71913
NB159,71913,v,41441.07457,20.75166478,615.4633333,0.461692181,NB159.71913
NB160,71913,b,67287.43733,33.69426006,643.7866667,0.402454159,NB160.71913
NB160,71913,r,52659.26567,26.36918661,653.1033333,0.41954619,NB160.71913
NB160,71913,t,30287.73173,15.16661579,689.42,0.464320916,NB160.71913
NB160,71913,v,45691.85567,22.88024821,689.11,0.427210268,NB160.71913
NB161,71913,b,80199.42433,40.15995209,599.15,0.365921015,NB161.71913
NB161,71913,r,64794.23367,32.44578551,595.44,0.403961479,NB161.71913
NB161,71913,t,15175.41433,7.599105825,691.4066667,0.499270682,NB161.71913
NB161,71913,v,48288.08967,24.18031531,669.08,0.427318377,NB161.71913
NB162,71913,b,72031.522,36.0698658,654.0966667,0.379545206,NB162.71913
NB162,71913,r,61952.77833,31.02292355,689.11,0.430831331,NB162.71913
NB162,71913,t,20400.32423,10.21548534,679.7933333,0.509072067,NB162.71913
NB162,71913,v,42783.16463,21.42371789,670.4766667,0.448453681,NB162.71913
NB163,71913,b,79811.032,39.9654642,591.7633333,0.356258538,NB163.71913
NB163,71913,r,65638.812,32.86870906,631.0833333,0.415088443,NB163.71913
NB163,71913,t,28466.05723,14.25441023,627.1333333,0.482888945,NB163.71913
NB163,71913,v,50660.13037,25.36811736,594.12,0.433295096,NB163.71913
NB164,71913,b,59345.40817,29.71728,659.7066667,0.34433537,NB164.71913
NB164,71913,r,73636.89667,36.87375897,618.82,0.368621894,NB164.71913
NB164,71913,t,19378.75227,9.703932031,666.7266667,0.487266563,NB164.71913
NB164,71913,v,56558.845,28.32190536,618.82,0.428803168,NB164.71913
NB165,71913,b,72527.555,36.31825488,678.4233333,0.332223704,NB165.71913
NB165,71913,r,68384.96467,34.24384811,586.7633333,0.414061968,NB165.71913
NB165,71913,t,21442.54287,10.7373775,687.4266667,0.505873888,NB165.71913
NB165,71913,v,61468.534,30.78043766,596.08,0.414213562,NB165.71913
NB166,71913,b,83376.262,41.75075714,602.11,0.340156071,NB166.71913
NB166,71913,r,90315.45167,45.22556418,552.85,0.362354286,NB166.71913
NB166,71913,t,24003.67063,12.01986511,679.7933333,0.510792629,NB166.71913
NB166,71913,v,55967.02633,28.02555149,583.75,0.439660162,NB166.71913
NB167,71913,b,66774.456,33.43738408,643.4066667,0.365492132,NB167.71913
NB167,71913,r,78466.05,39.29196294,610.82,0.378697773,NB167.71913
NB167,71913,t,26079.53127,13.05935467,669.7166667,0.482402617,NB167.71913
NB167,71913,v,67251.48567,33.67625722,661.4733333,0.416842317,NB167.71913
NB168,71913,b,80987.37467,40.55451911,643.7866667,0.32187729,NB168.71913
NB168,71913,r,67580.12633,33.8408244,670.79,0.389698024,NB168.71913
NB168,71913,t,36195.04817,18.12471115,660.4333333,0.468707238,NB168.71913
NB168,71913,v,62438.128,31.26596294,653.7966667,0.398482222,NB168.71913
NB169,71913,b,64358.72147,32.0831114,659.17,0.380303718,NB169.71913
NB169,71913,r,84706.73667,42.22668827,666.11,0.361365059,NB169.71913
NB169,71913,t,22338.5447,11.13586476,686.4666667,0.516346973,NB169.71913
NB169,71913,v,77194.36333,38.48173646,589.1166667,0.398302393,NB169.71913
NB170,71913,b,103116.833,51.63587031,626.7933333,0.295590811,NB170.71913
NB170,71913,r,75557.181,37.83534352,671.4133333,0.366823444,NB170.71913
NB170,71913,t,65455.62667,32.7769788,628.1266667,0.407195149,NB170.71913
NB170,71913,v,61390.25733,30.74124053,670.79,0.40863236,NB170.71913
NB171,71913,b,43515.56633,21.79046887,642.78,0.390810639,NB171.71913
NB171,71913,r,64208.26233,32.15235971,612.0566667,0.421701077,NB171.71913
NB171,71913,t,20588.52363,10.30972641,686.4333333,0.525997207,NB171.71913
NB171,71913,v,65693.682,32.89618528,595.49,0.433509759,NB171.71913
NB172,71913,b,103745.923,51.95088783,653.8033333,0.333495613,NB172.71913
NB172,71913,r,93619.02133,46.87983041,681.1,0.334817664,NB172.71913
NB172,71913,t,19300.09123,9.66454243,690.4133333,0.51716811,NB172.71913
NB172,71913,v,79314.36533,39.7167578,627.1733333,0.355094396,NB172.71913
NB173,71913,b,88084.05033,44.10818745,627.8066667,0.323123265,NB173.71913
NB173,71913,r,79473.23,39.79630946,690.4133333,0.367617668,NB173.71913
NB173,71913,t,21259.08043,10.64550848,680.1033333,0.504189971,NB173.71913
NB173,71913,v,63632.64767,31.86412001,654.1133333,0.437383419,NB173.71913
NB174,71913,b,75542.08267,37.82778301,627.4933333,0.348030922,NB174.71913
NB174,71913,r,78098.76667,39.1080454,610.82,0.397524693,NB174.71913
NB174,71913,t,21914.73147,10.97382647,674.43,0.539914095,NB174.71913
NB174,71913,v,50252.64957,25.16407089,628.12,0.444755236,NB174.71913
NB175,71913,b,55508.44233,27.79591504,579.8433333,0.410436023,NB175.71913
NB175,71913,r,34310.40437,17.18097364,642.78,0.427717955,NB175.71913
NB175,71913,t,16774.15707,8.39967805,669.7166667,0.502749656,NB175.71913
NB175,71913,v,39792.4308,19.92610456,627.7233333,0.479388612,NB175.71913
NB176,71913,b,82086.10367,40.92029096,635.4566667,0.362066562,NB176.71913
NB176,71913,r,68268.88433,34.03234513,618.4766667,0.411784133,NB176.71913
NB176,71913,t,23433.45867,11.68168428,660.7966667,0.480711134,NB176.71913
NB176,71913,v,63818.54633,31.81383167,635.4566667,0.416753309,NB176.71913
NB177,71913,b,67961.73867,34.03191721,642.3933333,0.368575363,NB177.71913
NB177,71913,r,52912.12733,26.49580738,643.02,0.412506256,NB177.71913
NB177,71913,t,35887.592,17.97075213,643.7266667,0.465858263,NB177.71913
NB177,71913,v,48501.09567,24.2869783,642.78,0.409023711,NB177.71913
NB178,71913,b,58460.4068,29.27411457,626.0933333,0.356231875,NB178.71913
NB178,71913,r,58509.85067,29.29887364,640.4433333,0.390178261,NB178.71913
