band,Pop,SITE,Year,bandyear,Sex,age,CI1,RS,mRWL,mLTS,mRTS,maxTS,Mass,Date,Date2,Julian,T_Avg.Brightness,T_Hue,T_Chrom,R_Avg.Brightness,R_Hue,R_Chrom,B_Avg.Brightness,B_Hue,B_Chrom,V_Avg.Brightness,V_Hue,V_Chrom,colordate,T_tcs.h.theta,T_tcs.h.phi,T_tcs.r.vec,T_tcs.r.achieved,T_sum.B2,R_tcs.h.theta,R_tcs.h.phi,R_tcs.r.vec,R_tcs.r.achieved,R_sum.B2,B_tcs.h.theta,B_tcs.h.phi,B_tcs.r.vec,B_tcs.r.achieved,B_sum.B2,V_tcs.h.theta,V_tcs.h.phi,V_tcs.r.vec,V_tcs.r.achieved,V_sum.B2
x294477,UK,Besore,2009,x294477_2009,M,,,,124,100,99,100,17.1,,,,,,,,,,,,,,,,,-0.217491226,-0.599859419,,0.583084914,6.078471916,0.025764361,-0.860719648,,0.544711899,26.15282086,0.110223466,-1.014057604,,0.479771926,12.87718964,-0.069378182,-0.731878349,,0.618758878,11.72344204
x294478,UK,Besore,2009,x294478_2009,M,,,,125,107,110,110,19.1,61109,6/11/09,162,29.09011684,611.17,0.403344173,31.25375563,611.17,0.413521449,7.361122684,660.39,0.55673791,25.53165648,611.49,0.481961378,,-0.176099543,-0.635716873,,0.591760696,7.165823681,0.031619552,-0.863466657,,0.464752277,30.71882011,0.087913242,-0.948282612,,0.506359107,28.58987406,-0.018301421,-0.770599572,,0.594351586,24.95385329
x810152,UK,Besore,2009,x810152_2009,M,,,,127,111,112,112,20.6,70209,7/2/09,183,29.27512485,650.77,0.393732625,31.42987631,660.04,0.392971616,6.320210649,688.01,0.58360506,35.17410349,644.51,0.407504911,,-0.244429858,-0.520246592,,0.503989579,6.148931948,0.079602657,-0.92587293,,0.447915015,30.92499464,0.091997114,-0.927506734,,0.457925077,28.80386807,0.065099894,-0.890458278,,0.477591174,34.57622065
x810153,UK,Besore,2009,x810153_2009,F,,,,126,88,88,88,18.5,70209,7/2/09,183,33.69244233,644.51,0.361617583,44.65632666,644.51,0.348843292,18.20729945,667.44,0.494609694,30.8338007,668.13,0.376350542,,-0.040945268,-0.740767611,,0.592050035,17.7753702,0.193509186,-1.112404778,,0.396998848,44.08872369,0.173121671,-1.082923761,,0.436166608,33.21930658,0.099693163,-1.000585047,,0.429937761,30.38481022
x810179,UK,Besore,2009,x810179_2009,F,,,,121,85,85,85,18.7,70909,7/9/09,190,33.72973043,660.04,0.341340168,55.50432532,661.18,0.34046301,9.796545819,670.1233333,0.558239062,35.75737273,661.18,0.367578523,,-0.153466565,-0.620266853,,0.59676445,9.530743702,0.195471228,-1.153179624,,0.37498763,54.85009095,0.201970335,-1.156555473,,0.382286677,33.32243999,0.128861302,-1.053169714,,0.430108541,35.25480394
x810180,UK,Besore,2009,x810180_2009,M,,,,126,94,96,96,19.6,70909,7/9/09,190,41.35610482,660.42,0.368909988,48.0026191,660.8,0.364336082,10.42765832,683.7766667,0.56086433,36.18256618,627.84,0.406043705,,-0.197479483,-0.561929067,,0.526497956,10.15605546,0.125129454,-1.04227102,,0.41312908,47.34878172,0.15003811,-1.036307883,,0.439467313,40.76416724,0.073956931,-0.908062379,,0.4882668,35.57034375
x260643,UK,Boskensoe,2009,x260643_2009,F,,,,119,79,80,80,23.6,50509,5/5/09,125,41.13232599,582.1366667,0.400543212,45.9457351,601.0766667,0.392020854,12.26489801,680.39,0.572636386,34.5663789,634.7266667,0.390546182,,-0.169107128,-0.6717588,,0.676826591,11.91271528,0.097151018,-0.96093083,,0.472420677,45.20690205,0.100475051,-0.973467866,,0.513919024,40.42291899,0.05258051,-0.947604182,,0.437580285,34.04408305
v759744,UK,Boskensoe,2009,v759744_2009,M,,,,125,100.5,100,100.5,18.9,51209,5/12/09,132,43.79790085,589.1,0.364553265,39.84850976,623.4533333,0.353532532,NA,NA,NA,35.61629578,618.6866667,0.384100564,,,,,,,0.087055685,-0.991637866,,0.337397566,39.37803927,0.125681687,-1.00374877,,0.39963579,43.20943394,0.086328806,-0.952714055,,0.433017212,35.08270098
v759750,UK,Boskensoe,2009,v759750_2009,M,,,,132,124,125,125,20.6,51209,5/12/09,132,43.74411801,632.1,0.340686864,43.74323035,603.0266667,0.371719059,11.98768035,676.3933333,0.557174017,30.0578204,618.0566667,0.430932812,,-0.171922423,-0.604532888,,0.568532866,11.67282176,0.113191864,-0.985597797,,0.41252113,43.12641518,0.136777219,-1.038811981,,0.316446033,43.27347586,0.022470533,-0.830976716,,0.501541697,29.49961919
x260666,UK,Boskensoe,2009,x260666_2009,F,,,,130,93,92,93,22.2,51209,5/12/09,132,30.28170389,614.41,0.44404793,39.03495677,630.43,0.411683303,7.773123185,673.0833333,0.591650722,18.27841462,653.08,0.484117118,,-0.160938949,-0.668418306,,0.720537021,7.538328105,-0.004211589,-0.837615009,,0.429723097,38.39681277,0.027927463,-0.853400991,,0.559281995,29.66693654,-0.039644006,-0.759850509,,0.582717774,17.86688109
x294465,UK,Boskensoe,2009,x294465_2009,F,,,,123,81,82,82,18.7,60809,6/8/09,159,46.07465749,607.7466667,0.343944417,38.10297496,645.7566667,0.363935586,11.81387097,694.15,0.570349561,29.75242464,575.7266667,0.414302826,,-0.15071174,-0.667553464,,0.662822644,11.48145986,0.158456672,-1.065469213,,0.433321022,37.57355974,0.207610204,-1.13912259,,0.392396408,45.51143213,0.116820493,-0.953145156,,0.563350622,29.190852
x810201,UK,Boskensoe,2009,x810201_2009,M,,,,126,98,100,100,19.1,62809,6/28/09,179,34.24029194,578.12,0.394141364,33.09796562,603.08,0.377176813,9.466952596,672.77,0.557543805,32.80511334,597.0466667,0.402738114,,-0.137413558,-0.687910615,,0.665135803,9.207272025,0.097954304,-0.949427028,,0.413785049,32.62882016,0.114101881,-0.970628499,,0.499086547,33.67480156,0.081621604,-0.940768368,,0.497737661,32.25271742
x260670,UK,Come 2 Good,2009,x260670_2009,F,,,,127,96,97,97,23.3,51309,5/13/09,133,45.08568403,586.6766667,0.347526128,37.28271724,587.07,0.364333375,9.61325121,660.04,0.576732045,34.24783075,603.3533333,0.391202661,,-0.208120922,-0.532226687,,0.528141878,9.351433426,0.14614226,-1.045151831,,0.422187353,36.76217577,0.168065751,-1.112741263,,0.385443631,44.5315514,0.090188289,-0.964661817,,0.472135844,33.70008692
x294411,UK,Come 2 Good,2009,x294411_2009,M,,,,123,101,101,101,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x294415,UK,Crowgey,2009,x294415_2009,M,,,,125,109,108,109,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x294460,UK,Crowgey,2009,x294460_2009,F,,,,126,98,100,100,19.2,60809,6/8/09,159,40.25554281,577.1366667,0.373529927,35.53017076,625.7033333,0.404904965,7.122573694,669.7833333,0.590207179,27.27751594,573.11,0.439093492,,-0.143850906,-0.704312126,,0.759566054,6.905728921,0.06997555,-0.912287478,,0.478286993,34.93371316,0.089229356,-0.995582285,,0.412625314,39.68367856,0.02428108,-0.841863241,,0.535207023,26.74774047
x294475,UK,Crowgey,2009,x294475_2009,F,,,,129,93,92,93,20.1,61009,6/10/09,161,35.21949324,641.3933333,0.327429833,44.63740895,569.05,0.356627298,15.6250671,643.03,0.533098466,36.48792739,556.4033333,0.39880859,,-0.098432039,-0.712319528,,0.644111718,15.21899316,0.157488659,-1.06739513,,0.399764524,44.06141615,0.267797787,-1.242357207,,0.358147282,34.83495851,0.114182277,-0.992409671,,0.528894996,35.86510229
x810163,UK,Crowgey,2009,x810163_2009,M,,,,121,96,96,96,17.7,70409,7/4/09,185,46.60081439,645.11,0.340523804,52.73050125,630.7533333,0.337955915,9.241399766,685.4833333,0.56593615,39.11459289,585.0833333,0.379761646,,-0.10181318,-0.747602714,,0.762125836,8.96733254,0.228649393,-1.189597855,,0.389295191,52.11396167,0.22497535,-1.185052031,,0.398708284,46.0373724,0.143565318,-1.069589838,,0.509097588,38.4995217
x260658,UK,Dowstall,2009,x260658_2009,M,,,,127,102,100,102,18.7,50809,5/8/09,128,29.54691788,596.3633333,0.413546137,42.40598765,618.7733333,0.377833719,10.65723886,683.45,0.546935873,19.38398915,663.1,0.511206285,,-0.117441966,-0.727338814,,0.691593132,10.36881248,0.053409874,-0.942031929,,0.391577244,41.81499464,0.059406275,-0.916106922,,0.512255263,29.0135889,-0.057778459,-0.762543108,,0.642964971,18.90004174
x260660,UK,Dowstall,2009,x260660_2009,F,,,,127,90,91.5,91.5,21.4,50809,5/8/09,128,45.44636672,591.42,0.373925926,48.82588065,602.4366667,0.371212143,12.92904123,669.45,0.56617991,25.71833283,635.7566667,0.467737727,,-0.125928188,-0.692381122,,0.700722226,12.55951799,0.103902525,-0.986284291,,0.408732952,48.15322209,0.110152317,-1.017391719,,0.439104339,44.78819687,0.005046103,-0.823949597,,0.602982807,25.14733441
v759844,UK,Halabezack,2009,v759844_2009,M,,,,127,103,100,103,18.7,50609,5/6/09,126,39.90249374,626.4166667,0.384433206,47.07049975,596.3933333,0.342681557,5.245549992,687.8,0.591801244,28.96066249,566.05,0.426586252,,-0.143714633,-0.734215926,,0.805024218,5.086003974,0.145715587,-1.097282441,,0.348692882,46.54055606,0.113425856,-1.042227986,,0.494794593,39.27198292,0.058966053,-0.900313175,,0.546836189,28.41262614
x260646,UK,Halabezack,2009,x260646_2009,M,,,,128,117,119,119,20,50609,5/6/09,126,35.09034502,594.3933333,0.39539797,39.04434585,612.1266667,0.362665219,6.336863629,687.8,0.590770395,21.44741479,687.3666667,0.452501024,,-0.207455624,-0.670257179,,0.68345195,6.154042894,0.057637492,-0.956757718,,0.347290051,38.56255059,0.090240088,-0.964982315,,0.487719587,34.51217678,0.000183702,-0.823055603,,0.545098871,21.01259922
x260647,UK,Halabezack,2009,x260647_2009,F,,,,125,81,81,81,18.7,50609,5/6/09,126,43.52436755,625.72,0.36157234,50.13860658,599.7433333,0.352257612,9.73855333,694.15,0.579321155,28.20011834,611.3866667,0.422165351,,-0.154543963,-0.682181135,,0.708654319,9.453764223,0.116961136,-1.05001069,,0.366262896,49.53579269,0.142311444,-1.084589474,,0.432994976,42.93598208,0.064004349,-0.900891957,,0.533908743,27.67873799
v759736,UK,Halabezack,2009,v759736_2009,M,,,,127,106,107,107,20,50809,5/8/09,128,42.02568853,653.37,0.339774076,31.47654365,610.01,0.36542779,7.066567685,667.44,0.545199923,19.5846332,675.05,0.520436753,,-0.235356697,-0.507057449,,0.431834291,6.899013379,0.095596906,-0.947463044,,0.367505374,31.06705394,0.126583688,-1.060195055,,0.317264696,41.56993577,-0.063805571,-0.699293039,,0.609246809,19.0911942
x260661,UK,Halabezack,2009,x260661_2009,F,,,,129,90,92,92,21.7,50809,5/8/09,128,44.21314155,575.1433333,0.356252019,49.04026072,598.4466667,0.376617174,12.93434251,654.1066667,0.535692172,32.74105992,601.3633333,0.43204847,,-0.128427539,-0.712825839,,0.636834996,12.60467687,0.090293774,-0.961313966,,0.413729936,48.34952697,0.115166348,-1.015081932,,0.367610249,43.67228097,0.041199531,-0.873089678,,0.5407063,32.11353266
x260662,UK,Halabezack,2009,x260662_2009,F,,,,126,77,77,77,21,50809,5/8/09,128,34.36994442,601.4166667,0.396013149,44.36718828,620.7866667,0.387958255,10.23296261,673.75,0.584157396,29.64387114,597.45,0.45381344,,-0.152424673,-0.68548205,,0.720725002,9.931153094,0.077857777,-0.975512912,,0.45995191,43.68229684,0.062833546,-0.912157786,,0.451634366,33.82504117,0.028634453,-0.847015267,,0.589029846,29.01990748
x260663,UK,Halabezack,2009,x260663_2009,M,,,,126,126,127,127,19.6,50809,5/8/09,128,43.48043398,593.72,0.36511106,51.69992155,574.0966667,0.361196376,7.023243365,687.8,0.593821285,30.49717243,614.7433333,0.422976414,,-0.212287658,-0.652704751,,0.674748346,6.819587535,0.073795817,-0.954637743,,0.345678804,51.060741,0.122599508,-1.023058097,,0.407389101,42.89471277,0.010064189,-0.841626418,,0.477597359,29.9581162
x260664,UK,Halabezack,2009,x260664_2009,F,,,,126,93.5,93.5,93.5,23.8,50809,5/8/09,128,40.71165632,628.43,0.357958591,36.7000459,620.4333333,0.392887067,9.929932399,691.1066667,0.553216122,27.19391337,649.0733333,0.448166197,,-0.150906796,-0.659728676,,0.622237522,9.665033286,0.057282922,-0.917860432,,0.43697525,36.12957377,0.11350955,-1.047414104,,0.388222546,40.19021698,-0.003013937,-0.821849984,,0.537301291,26.64921643
x260665,UK,Halabezack,2009,x260665_2009,M,,,,129,103,104,104,20.8,50809,5/8/09,128,34.38257853,576.7566667,0.374667662,39.22358688,595.1266667,0.3910677,7.551801369,681.7633333,0.5768303,25.5394909,584.7733333,0.476703788,,-0.201613875,-0.643778954,,0.630259796,7.341758196,0.05168135,-0.96942095,,0.458099292,38.60656561,0.083403056,-0.995572792,,0.419980299,33.88604019,-0.025197298,-0.765638016,,0.570447093,24.97454873
x810144,UK,Halabezack,2009,x810144_2009,M,,,,130,123,124,124,18.6,70209,7/2/09,183,25.98488499,594.7466667,0.38951907,40.71320831,596.1266667,0.371217326,12.75682674,681.7666667,0.519747492,24.85697596,587.4266667,0.436266925,,-0.137500415,-0.686067091,,0.570063949,12.45075089,0.106830555,-0.984927448,,0.40935623,40.1472991,0.1180126,-1.023692144,,0.50792331,25.55365075,0.082755739,-0.917629675,,0.604509179,24.34873556
x810161,UK,Halabezack,2009,x810161_2009,F,,,,126,94,95,95,19.1,70309,7/3/09,184,37.04231781,594.3866667,0.349360109,32.09059639,650.07,0.371689548,7.208228676,687.8,0.615675195,34.17307478,603.0866667,0.395183843,,-0.197281857,-0.657878944,,0.740460095,6.981759433,0.124186696,-0.998992557,,0.423456281,31.63454698,0.205375384,-1.168731252,,0.433102118,36.55379688,0.117716923,-0.994925234,,0.513394147,33.59758612
x810170,UK,Halabezack,2009,x810170_2009,M,,,,130,114,118,118,19.2,70709,7/7/09,188,36.26151978,635.1466667,0.346620637,49.43660307,609.0633333,0.350856952,8.12524687,681.45,0.598015715,25.61973627,619.38,0.462335883,,-0.182482885,-0.662612772,,0.707179684,7.880628493,0.175036072,-1.078606519,,0.388200704,48.82044878,0.221364891,-1.174388414,,0.424097099,35.79594725,0.031817633,-0.858813718,,0.621088189,25.05102321
x810171,UK,Halabezack,2009,x810171_2009,F,,,,122,79,87,87,16.8,70709,7/7/09,188,29.11414438,624.7066667,0.346544568,40.77384577,592.8,0.362693897,15.45951177,634.7166667,0.500941129,38.12024754,629.0866667,0.377275825,,-0.09235075,-0.716491762,,0.572100628,15.10224248,0.144477686,-1.033527027,,0.407996722,40.22581613,0.198696465,-1.157969021,,0.405765944,28.74399043,0.088916243,-0.974499509,,0.419741102,37.58347568
x260644,UK,Halvasso,2009,x260644_2009,F,,,,122,85,86,86,20.9,50609,5/6/09,126,38.22650542,608.3966667,0.386091052,51.74456385,646.1166667,0.357037491,9.204638625,686.1266667,0.58651802,31.68402554,647.3733333,0.405773258,,-0.198851009,-0.648476184,,0.669991728,8.937631338,0.075932458,-1.045750261,,0.365023586,51.10042904,0.085297503,-0.989521907,,0.457939739,37.6286587,0.010798725,-0.90382085,,0.449251218,31.16538136
x260645,UK,Halvasso,2009,x260645_2009,M,,,,122,109,107,109,17.6,50609,5/6/09,126,42.6639334,597.75,0.365752457,49.92867217,630.4566667,0.364167326,8.37519112,694.15,0.609465643,34.42546737,621.49,0.404360386,,-0.225831359,-0.67699266,,0.738301464,8.116677831,0.101502632,-1.025891914,,0.395202109,49.26143767,0.079813672,-0.988250838,,0.381516651,42.10552781,0.053421463,-0.958119626,,0.499042072,33.84274464
x260671,UK,Halvasso,2009,x260671_2009,F,,,,124,96,96.5,96.5,25.3,51409,5/14/09,134,43.60704357,626.6866667,0.343202923,42.04512903,575.4033333,0.357702016,10.55576448,667.37,0.556338593,41.89968286,639.4066667,0.362834567,,-0.197472275,-0.549592467,,0.509387014,10.28503455,0.108508073,-1.007520845,,0.363924746,41.51528848,0.145845785,-1.168955249,,0.386552865,43.09048972,0.120571764,-1.039253737,,0.402378952,41.34500881
x260672,UK,Halvasso,2009,x260672_2009,M,,,,128,115,114,115,21,51409,5/14/09,134,40.79219504,575.6,0.374678885,37.26108997,582.6766667,0.381901609,7.187408446,677.38,0.57512598,34.55310566,586.6766667,0.417752819,,-0.227215175,-0.528096018,,0.508955173,6.995534,0.068412178,-0.917162692,,0.400110185,36.72661611,0.110393184,-0.994005569,,0.429119047,40.20185444,0.067001773,-0.900819815,,0.519144777,33.92301139
x260673,UK,Halvasso,2009,x260673_2009,F,,,,126,90.5,89,90.5,20.5,51409,5/14/09,134,34.1410242,587.7033333,0.38732523,33.64601185,575.01,0.411111582,11.24316892,672.7133333,0.501803391,24.45011234,587.0633333,0.469458916,,-0.147978112,-0.630522359,,0.47625655,10.99510276,0.035183539,-0.862547152,,0.457954897,33.07577867,0.017602171,-0.849623838,,0.373392035,33.65419046,-0.012925394,-0.767836176,,0.55783895,23.92455635
x810107,UK,Halvasso,2009,x810107_2009,M,,,,129,105,105,105,19.8,62309,6/23/09,174,32.72856602,668.13,0.388370721,41.87732349,661.18,0.388851405,10.80915507,667.75,0.549088062,35.17813437,611.17,0.420100837,,-0.162985237,-0.605392638,,0.555213426,10.52829162,0.0823628,-0.897696965,,0.421594247,41.2463566,0.083533994,-0.992656572,,0.473411845,32.21361089,0.050076857,-0.882294199,,0.505665625,34.54840504
x810127,UK,Halvasso,2009,x810127_2009,M,,,,130,108,107,108,19.9,62909,6/29/09,180,31.12711901,643.75,0.364663238,49.95912235,603.3533333,0.340827154,13.39606426,671.0233333,0.534429039,37.68033884,589.41,0.375679967,,-0.13859197,-0.64939574,,0.572351879,13.06114838,0.194695681,-1.113275378,,0.360023284,49.38342117,0.140401939,-1.076614847,,0.439249464,30.68960522,0.135630781,-1.042401384,,0.471244375,37.11699214
x810128,UK,Halvasso,2009,x810128_2009,F,,,,127,92,86,92,18.7,62909,6/29/09,180,34.3060439,627.84,0.377676193,44.20959473,643.3633333,0.357742469,11.1557306,671.3933333,0.515753806,28.1894435,626.6866667,0.375704284,,-0.184832468,-0.554798038,,0.432701159,10.90833727,0.122683401,-1.020201145,,0.37259841,43.64499371,0.085333264,-0.982635516,,0.419914763,33.81021454,0.130466345,-0.99633946,,0.439819126,27.77587726
v759861,UK,HQ,2009,v759861_2009,M,,,,127,102,103,103,19.4,50609,5/6/09,126,38.11489868,557.7866667,0.39441886,42.03955684,588.3633333,0.37502731,12.08920531,687.1133333,0.513388083,26.26477466,589.72,0.421063828,,-0.153513649,-0.681171615,,0.541979504,11.8106601,0.074357585,-0.971490559,,0.40628942,41.45257074,0.170986231,-1.024961779,,0.554315115,37.45170089,0.059575683,-0.891857561,,0.518775573,25.78783615
x260648,UK,HQ,2009,x260648_2009,F,,,,124,83,82,83,19.3,50609,5/6/09,126,42.56241729,559.0833333,0.360622475,53.86291587,578.0233333,0.344238122,15.09465598,662.49,0.543504823,33.28907762,599.4266667,0.42519519,,-0.107390444,-0.718919546,,0.651834109,14.73264495,0.116047266,-1.013569577,,0.314893093,53.27644961,0.165766626,-1.058897961,,0.420504085,41.98501258,0.03213364,-0.883887459,,0.519605265,32.67626398
x260649,UK,HQ,2009,x260649_2009,M,,,,130,106,98,106,20.6,50609,5/6/09,126,59.183108,562.4933333,0.333652853,57.03759122,597.7166667,0.33087311,12.94711701,694.15,0.522920534,33.43536488,633.74,0.392647416,,-0.138127853,-0.730323797,,0.620124168,12.62597916,0.200742743,-1.197337477,,0.347302586,56.44042895,0.212177346,-1.146331821,,0.346636601,58.55149036,0.059048642,-0.929556925,,0.440894055,32.92709897
x260650,UK,HQ,2009,x260650_2009,F,,,,127,100,98.5,100,21,50609,5/6/09,126,24.82850225,578.77,0.449554519,38.72109815,590.1033333,0.391319001,14.4048648,687.8,0.523745023,22.20125805,694.15,0.42804176,,-0.087471678,-0.722115785,,0.638118941,14.04183446,0.018022319,-0.851785888,,0.384584677,38.15875796,0.08060282,-0.894106835,,0.637698567,24.2867499,0.0000963,-0.858439305,,0.488160185,21.8029037
x260651,UK,HQ,2009,x260651_2009,M,,,,124,104,106,106,19.2,50609,5/6/09,126,45.99189651,586.05,0.366980673,58.13713003,597.7433333,0.33155623,10.5383325,658.08,0.574226199,31.88251577,592.71,0.413478818,,-0.15283234,-0.68931669,,0.700566623,10.23888397,0.122746584,-1.07672129,,0.284085998,57.56947353,0.144315174,-1.072764899,,0.449465324,45.34125374,0.102696258,-0.947576911,,0.551436437,31.29970508
v759791,UK,HQ,2009,v759791_2009,M,,,,124,99,98,99,24.9,51409,5/14/09,134,35.66867785,617.0266667,0.410264785,27.13515356,635.1266667,0.415738703,6.382092973,694.15,0.614910404,22.59739509,616.4266667,0.481394593,,-0.205229167,-0.657093093,,0.733264784,6.183629281,0.064170923,-0.914202794,,0.516097275,26.64426646,0.061244526,-0.939169938,,0.513626275,35.03956337,0.014683159,-0.815582231,,0.640846193,22.07069343
x260674,UK,HQ,2009,x260674_2009,F,,,,128,86,85,86,20.3,51409,5/14/09,134,45.92247989,590.4,0.366552852,51.12277166,567.4066667,0.345183545,8.121679019,675.4,0.585655033,28.11139693,575.01,0.403182827,,-0.208931403,-0.561105965,,0.575646703,7.893738331,0.189927853,-1.139666866,,0.397337068,50.50756093,0.174654571,-1.095224398,,0.47221265,45.25743591,0.096563467,-0.907251017,,0.488040943,27.64770387
x260675,UK,HQ,2009,x260675_2009,F,,,,125,85,86,86,22.5,51409,5/14/09,134,32.75536839,575.01,0.385171624,33.90121132,575.4033333,0.371187572,16.17410566,610.3466667,0.489385289,34.82502053,591.0833333,0.386336859,,-0.114490056,-0.700968655,,0.529071306,15.81906652,0.088005372,-0.967597394,,0.394565293,33.43751728,0.114885527,-0.996167755,,0.475914108,32.23659475,0.080034355,-0.937101834,,0.435793741,34.29897721
x810119,UK,HQ,2009,x810119_2009,M,,,,125,96,96,96,18.4,62709,6/27/09,178,39.9979531,631.8033333,0.3477607,58.62625572,660.42,0.322480121,11.51985762,674.7,0.558221142,44.07141112,591.1166667,0.375026853,,-0.135872826,-0.646812027,,0.62511906,11.20473008,0.246511969,-1.237724908,,0.321885405,58.04386161,0.245565191,-1.204238817,,0.454069678,39.46526326,0.207202449,-1.066728649,,0.509426817,43.38293653
x810172,UK,HQ,2009,x810172_2009,M,,,,129,104,103,104,19.4,70809,7/8/09,189,48.67520698,629.0666667,0.337075816,48.88731965,551.0833333,0.349586172,8.663130362,657.4466667,0.600705212,35.39944483,623.1,0.397413945,,-0.169747494,-0.659991113,,0.731126814,8.398174409,0.195299811,-1.113731556,,0.405707254,48.2713468,0.229339911,-1.299163257,,0.444798931,48.08095967,0.078117024,-0.952548603,,0.47952417,34.8214426
x810173,UK,HQ,2009,x810173_2009,F,,,,126,88.5,87.5,88.5,18.3,70809,7/8/09,189,41.58348373,570.03,0.376363725,33.35993908,591.0266667,0.421294992,13.60970706,643.3566667,0.512722626,26.44762627,652.0366667,0.42917804,,-0.107475378,-0.706980176,,0.587366985,13.28135386,0.053195616,-0.882970293,,0.51338583,32.74937981,0.15146179,-1.026187584,,0.47054799,40.95662108,0.061082118,-0.917177342,,0.558716332,25.94291806
x810133,UK,Linda G's,2009,x810133_2009,M,,,,128,113,114,114,18.3,70109,7/1/09,182,36.83152429,616.07,0.361252651,52.49252095,580.51,0.342648505,13.5228209,664.0766667,0.520362315,32.71748706,595.42,0.402002096,,-0.133079277,-0.679111001,,0.567913712,13.19457215,0.170853022,-1.110763035,,0.360265722,51.88597575,0.188082572,-1.143937293,,0.475571447,36.29971495,0.10954002,-0.969385322,,0.522721654,32.15201626
x810134,UK,Linda G's,2009,x810134_2009,F,,,,123,80,79,80,18.1,70109,7/1/09,182,51.55677166,587.7766667,0.342619823,49.58304824,574.42,0.374540548,9.62445752,681.45,0.587018787,29.16364797,607.7133333,0.406500674,,-0.179128973,-0.654218397,,0.677895764,9.343590944,0.158045887,-1.042769371,,0.468009105,48.84323179,0.217852787,-1.157472686,,0.394188868,50.92885328,0.131497162,-0.974055141,,0.550783717,28.63839924
x810187,UK,Linda G's,2009,x810187_2009,M,,,,126,94,94,94,17.8,71209,7/12/09,193,29.85198381,604.1033333,0.381478962,42.08503238,624.1166667,0.376647123,9.420367384,667.7966667,0.562037645,35.71399366,579.7033333,0.388127272,,-0.141749816,-0.680050969,,0.671091936,9.158930713,0.100208672,-0.998306009,,0.433288617,41.47534001,0.124957198,-1.00677355,,0.470552395,29.39308038,0.110780331,-0.967903396,,0.46827456,35.15545531
x810188,UK,Linda G's,2009,x810188_2009,F,,,,121,81,81,81,17,71209,7/12/09,193,39.52621733,596.7,0.362826852,51.82374762,593.7,0.350957639,6.239257887,672.7566667,0.598274453,41.20037606,560.7266667,0.363220698,,-0.106019799,-0.746263711,,0.851688833,6.036896566,0.173571717,-1.092864961,,0.391880462,51.17376561,0.174333697,-1.083779878,,0.44285574,38.97310637,0.162502612,-1.060288067,,0.434560667,40.63448555
v759756,UK,Little Tregew,2009,v759756_2009,F,,,,125,88,89,89,19.3,60309,6/3/09,154,42.72020264,645.5033333,0.335950379,44.61949925,610.4233333,0.354699571,8.966851277,653.7866667,0.585767779,36.96474812,596.08,0.364898066,,-0.170961335,-0.666773942,,0.699972759,8.70339527,0.178532199,-1.093037552,,0.413293483,44.03704036,0.255655288,-1.218972534,,0.397679306,42.21363947,0.194195614,-1.101070622,,0.471693618,36.42720051
v759832,UK,Little Tregew,2009,v759832_2009,M,,,,128,114,113,114,20.7,60409,6/4/09,155,48.72234452,591.71,0.359103982,47.7306201,565.44,0.365248908,11.72010466,650.0766667,0.54129656,35.50301986,593.72,0.408867076,,-0.122526988,-0.696855247,,0.641413088,11.41646811,0.139869757,-1.034086567,,0.418088919,47.08023845,0.099735147,-0.999633487,,0.365483971,48.11444054,0.117441414,-0.980755157,,0.558911478,34.85918866
x260641,UK,Lower Treluswell,2009,x260641_2009,F,,,,124,88,88.5,88.5,20.6,50309,5/3/09,123,29.57497046,623.0733333,0.449306583,25.30270422,660.04,0.470450821,9.967571357,688.7566667,0.559003606,18.63905074,665.4266667,0.51097279,,-0.212333658,-0.56629009,,0.522653104,9.710382829,-0.02679931,-0.752572989,,0.539017163,24.76933067,0.005408399,-0.804000319,,0.532986171,28.97344832,-0.072851296,-0.701871966,,0.586022034,18.18581195
x294426,UK,Lower Treluswell,2009,x294426_2009,F,,,,126,90,91.5,91.5,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x294427,UK,Lower Treluswell,2009,x294427_2009,F,,,,126,85,85.5,85.5,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x294451,UK,Lower Treluswell,2009,x294451_2009,F,,,,122,106,106,106,22.6,60309,6/3/09,154,33.13935787,636.01,0.371887966,42.7307129,620.6833333,0.377609268,8.802197463,673.3933333,0.562241902,28.19897096,637.0966667,0.394200313,,-0.178723853,-0.590020503,,0.553828914,8.569082573,0.086405412,-0.934111924,,0.400171487,42.12638195,0.136050023,-1.038513028,,0.444165638,32.65743093,0.058253523,-0.894372378,,0.42719306,27.76977463
x294453,UK,Lower Treluswell,2009,x294453_2009,F,,,,127,84,80,84,22.3,60309,6/3/09,154,40.76729361,608.0766667,0.330358776,52.04770489,599.1566667,0.340172482,7.072449841,688.1133333,0.626558522,30.52818411,622.4233333,0.409592787,,-0.164298341,-0.689352319,,0.82733129,6.838008643,0.180513448,-1.103881737,,0.34970083,51.46016652,0.255219819,-1.211036541,,0.361764262,40.31835014,0.121528515,-0.973517791,,0.562058935,29.97404232
