Pfx,ID,Sex,subspecies,Data Year,All Data Years (Recap),mRWL,mRTS,Intact?,Mass,T_AvgBri,T_Hue,T_Chrom,R_AvgBri,R_Hue,R_Chrom,B_AvgBri,B_Hue,B_Chrom,V_AvgBri,V_Hue,V_Chrom,Song?,annual.mean T,annual.cv T,breed.meanT,cv.breedT,max.breedT,min.breedT,breed.varianceT,elevation,ClimStatID, Meant, CVt, Meanp, CVp
CR,S417385,M,rustica,,,128.00,115.00,Y,,9.6065,682.0767,0.5518,37.6978,614.6967,0.3901,35.9224,660.0400,0.3904,27.6764,661.1800,0.4282,,7.474835,18.499933,13.34768,12.557056,17.175,10.35,2.8092288,425.4153,61111520000,8.997,0.825,0.041,0.695
CR,S503633,M,rustica,,,126.00,125.00,Y,,10.1555,679.7200,0.5449,39.9197,651.1500,0.3626,26.2870,660.0400,0.3685,35.9522,660.8000,0.3817,,7.474835,18.499933,13.34768,12.557056,17.175,10.35,2.8092288,425.4153,61111520000,8.997,0.825,0.041,0.695
CR,S503640,M,rustica,,,121.00,,N,,8.9909,681.3900,0.5426,33.5641,610.4300,0.3972,35.1648,624.7633,0.3816,15.2867,666.3733,0.4973,,7.474835,18.499933,13.34768,12.557056,17.175,10.35,2.8092288,425.4153,61111520000,8.997,0.825,0.041,0.695
CR,S503675,M,rustica,,,125.00,102.00,Y,,10.0222,660.0933,0.5286,43.2005,644.8233,0.3623,41.9081,644.1233,0.3550,23.2891,651.1500,0.4473,,7.474835,18.499933,13.34768,12.557056,17.175,10.35,2.8092288,425.4153,61111520000,8.997,0.825,0.041,0.695
CR,S528411,M,rustica,,,129.00,105.00,Y,,13.8001,647.3767,0.5158,34.1137,628.0233,0.3946,45.2169,612.7567,0.3553,22.5984,659.7900,0.4146,,7.474835,18.499933,13.34768,12.557056,17.175,10.35,2.8092288,425.4153,61111520000,8.997,0.825,0.041,0.695
CR,S528412,M,rustica,,,126.00,117.00,Y,,12.6139,635.3933,0.5056,47.1853,622.4267,0.3431,47.2926,571.6767,0.3501,29.3432,628.4000,0.3941,,7.474835,18.499933,13.34768,12.557056,17.175,10.35,2.8092288,425.4153,61111520000,8.997,0.825,0.041,0.695
CR,S528974,M,rustica,,,129.00,114.00,Y,,11.3917,664.1167,0.5263,37.0062,574.6833,0.3695,43.6974,603.3533,0.3558,27.1651,595.3867,0.4406,,7.474835,18.499933,13.34768,12.557056,17.175,10.35,2.8092288,425.4153,61111520000,8.997,0.825,0.041,0.695
CR,S529486 ,M,rustica,,,126.00,116.00,Y,,8.7779,675.1000,0.5445,36.2614,611.4433,0.3871,28.5499,596.7500,0.4287,23.5136,639.7367,0.4368,,7.474835,18.499933,13.34768,12.557056,17.175,10.35,2.8092288,425.4153,61111520000,8.997,0.825,0.041,0.695
CR,S529494,M,rustica,,,126.00,105.00,Y,,11.5661,681.1433,0.5212,23.1528,663.0833,0.4466,40.2471,589.7333,0.3878,10.8215,655.7533,0.5123,,7.474835,18.499933,13.34768,12.557056,17.175,10.35,2.8092288,425.4153,61111520000,8.997,0.825,0.041,0.695
IL,26578,M,transitiva,2009,"2008, 2009",120.00,102.00,Y,22.50,12.4357,663.3600,0.5093,28.2668,628.7467,0.4406,22.3634,609.7600,0.4611,13.2910,672.0800,0.5553,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26387,M,transitiva,2009,"2008, 2009, 2010",120.00,104.00,Y,21.00,6.6368,688.4900,0.5540,18.4386,665.1000,0.4922,14.9147,659.4033,0.4974,17.6149,694.1500,0.5434,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26566,M,transitiva,2008,2008 only,129.00,105.00,Y,19.00,12.5868,665.3967,0.5257,47.3797,580.3733,0.3728,37.0560,614.3900,0.3756,24.7410,596.7500,0.4855,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,11798,M,transitiva,2009,"2007 (N), 2008, 2009, 2010, 2011",125.00,110.00,Y,,7.1333,688.4900,0.5642,34.3727,622.1400,0.4024,27.2105,558.4267,0.3931,17.1004,687.8000,0.4895,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,11617,M,transitiva,2009,"2007, 2008, 2009, 2010",118.00,100.00,Y,16.40,9.2422,694.1500,0.5144,24.9570,693.7767,0.4575,33.9368,569.3567,0.4021,25.1020,694.1500,0.4684,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,11625,M,transitiva,2009,"2007, 2008, 2009",129.00,115.00,Y,20.10,7.6543,674.1467,0.5227,25.1042,627.7667,0.4387,13.7189,627.0733,0.4397,14.9861,634.0933,0.5029,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,11725,M,transitiva,2009,"2007, 2008, 2009",,,Y,17.90,11.7116,682.8300,0.5100,24.8122,681.1433,0.4456,15.0043,659.4400,0.4852,15.4543,694.1500,0.4887,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,11610,M,transitiva,2009,"2007, 2008, 2009, 2010",123.00,98.00,Y,16.40,8.0723,667.3900,0.4819,27.0419,610.3967,0.4317,17.1107,610.0100,0.4393,12.9080,660.4200,0.5020,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26504,M,transitiva,2009,"2008, 2009",124.00,110.00,Y,16.60,9.0937,678.8033,0.5181,19.1028,689.1300,0.4972,21.9193,643.0500,0.4561,10.5134,690.1200,0.5492,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26526,M,transitiva,2009,"2008, 2009",130.00,91.00,Y,21.50,6.0005,651.1100,0.5589,23.6278,615.4500,0.4644,12.7665,655.4200,0.5145,11.9706,678.4433,0.5667,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26520,M,transitiva,2009,"2008, 2009",129.00,113.00,Y,18.50,9.1104,678.1000,0.5259,28.9148,642.1000,0.4354,28.3805,608.7433,0.4221,16.0238,675.7867,0.5022,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,11724,M,transitiva,2009,"2007 (N), 2008, 2009",130.00,100.00,Y,20.00,6.9323,687.8000,0.5600,26.0440,681.4500,0.4685,18.0885,585.6967,0.4810,15.8188,681.4500,0.5295,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,11796,M,transitiva,2009,"2007 (N), 2008, 2009, 2010",123.00,113.00,Y,18.50,12.8739,644.0900,0.5346,32.3019,563.0867,0.4059,22.3473,562.3867,0.4357,29.3386,645.1300,0.4353,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,11677,M,transitiva,2009,"2007 (N), 2008, 2009",125.00,109.00,Y,15.80,7.3157,662.0267,0.5247,25.9552,641.7233,0.4439,22.8658,653.1000,0.4581,14.8559,667.7800,0.5268,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26247,M,transitiva,2009,"2008, 2009",126.00,114.00,Y,17.80,13.3088,661.4367,0.5152,21.5415,649.4533,0.4944,17.9168,646.1000,0.5010,10.7883,684.7933,0.5544,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,73021,M,transitiva,2009,"2008, 2009",122.00,100.00,Y,16.00,10.7831,667.0600,0.4863,23.7572,660.4200,0.4979,20.8067,660.8000,0.4922,11.4979,660.4200,0.5558,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26210,M,transitiva,2009,"2008, 2009",131.00,115.00,Y,18.90,6.4058,673.0800,0.5293,32.9984,634.7900,0.3809,28.9044,626.7600,0.3968,25.5913,600.7500,0.4298,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,11637,M,transitiva,2009,"2007, 2008, 2009, 2010, 2011",126.00,117.00,Y,20.10,7.9571,688.0100,0.5509,34.0743,610.7833,0.4140,27.8386,627.0733,0.3889,21.9134,601.1367,0.4666,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26210,M,transitiva,2009,"2008, 2009",131.00,115.00,Y,18.90,6.4058,673.0800,0.5293,32.9984,634.7900,0.3809,28.9044,626.7600,0.3968,25.5913,600.7500,0.4298,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26577,M,transitiva,2009,"2008, 2009",122.00,110.00,Y,16.00,5.9982,683.4033,0.5223,26.4759,618.4000,0.4320,23.5098,610.0733,0.4463,11.6149,677.0867,0.5487,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,73009,M,transitiva,2009,"2008, 2009",128.00,101.00,Y,,12.6674,655.8133,0.5246,18.8130,666.4200,0.5081,24.0309,644.1300,0.4191,12.9001,681.4500,0.5474,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,73005,M,transitiva,2009,"2008, 2009",122.00,113.00,Y,19.50,11.5723,663.7967,0.4771,37.0449,602.0800,0.3976,26.5290,623.4200,0.4674,16.1529,688.1133,0.4950,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26538,M,transitiva,2009,"2008, 2009",128.00,122.00,Y,17.70,8.5081,653.7633,0.5514,24.4475,658.1000,0.4823,24.2369,617.0700,0.4896,13.1770,678.4033,0.5639,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26514,M,transitiva,2008,"2008, 2009",121.00,101.00,Y,18.50,6.9486,676.7933,0.5445,30.3597,608.4700,0.4385,38.4537,568.1267,0.3759,16.0792,678.7567,0.5389,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26512,M,transitiva,2009,"2008, 2009",130.00,114.00,Y,25.50,7.3163,687.8000,0.5216,35.6940,624.4067,0.4059,29.4691,583.0500,0.4366,14.9655,619.7600,0.5141,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26174,M,transitiva,2009,"2007 (N), 2008, 2009, 2010",123.00,102.00,Y,19.30,8.4532,688.1133,0.5631,36.1009,592.1233,0.3939,34.1227,561.7300,0.4125,25.2854,634.7400,0.4438,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26195,M,transitiva,2009,"2008, 2009",126.00,112.00,Y,19.50,8.0113,663.4033,0.5339,29.2342,670.7733,0.4111,20.5848,613.1600,0.4771,13.3312,664.4133,0.5409,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,11609,M,transitiva,2009,"2007, 2008, 2009",127.00,109.00,Y,20.3,11.9476,680.7333,0.4860,18.2612,657.4467,0.5030,21.7026,663.0900,0.4388,24610.8957,12.3239,685.3800,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,11621,M,transitiva,2009,"2007, 2008, 2009, 2010",124.00,102.00,Y,18,15.8352,654.1100,0.5030,45.6541,643.0733,0.3968,41.3294,628.1600,0.3847,33.7358,634.4000,0.4091,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26192,M,transitiva,2009,"2008, 2009, 2010",127.00,111.00,Y,17.8,12.0215,655.3967,0.5095,18.9115,663.1033,0.5082,21.4002,634.0633,0.4852,15.8990,680.0800,0.5147,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26361,M,transitiva,2009,"2008 (N), 2009, 2010",121.00,90.00,Y,,8.6325,682.4533,0.5525,35.7420,561.0700,0.3865,22.5351,612.7633,0.3975,18.0098,635.0633,0.4702,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26586,M,transitiva,2009,"2008 (N), 2009, 2010",119.00,108.00,Y,19.5,13.6792,686.0167,0.5297,37.2199,644.8233,0.3990,27.6196,610.3967,0.4188,19.1041,652.7033,0.5000,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,73240,M,transitiva,2009,"2009, 2010",117.00,84.00,Y,18.6,5.5414,667.1233,0.5243,36.1787,644.7433,0.4057,22.6419,599.1233,0.4585,12.0406,671.7467,0.5379,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26274,M,transitiva,2009,"2008 (N), 2009",118.00,78.00,Y,17.1,11.0996,687.8000,0.5116,22.2998,657.7167,0.4758,24.6060,589.0767,0.4224,15.6559,657.7600,0.4746,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26279,M,transitiva,2009,"2008 (N), 2009, 2010",121.00,94.00,Y,,14.5169,681.0767,0.4701,20.7615,694.1500,0.5010,17.8508,684.0767,0.4636,13.2826,688.8000,0.5217,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26506,M,transitiva,2009,"2008, 2009",128.00,111.00,Y,23.5,,,,,,,,,,,,,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26155,M,transitiva,2009,"2007 (N), 2009, 2010",124.00,112.00,Y,,8.1229,657.0433,0.5637,38.0137,603.5033,0.3792,30.4981,568.3933,0.3785,20.5614,600.0567,0.4730,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26238,M,transitiva,2009,"2008 (N), 2009, 2010",122.00,114.00,Y,,7.5739,674.7900,0.5812,45.4745,613.3600,0.3907,40.3399,576.7433,0.3848,30.3335,623.0933,0.3806,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26240,M,transitiva,2009,"2008 (N), 2009, 2010",127.00,93.00,Y,19.1,10.0085,645.3867,0.5652,46.1292,612.4467,0.3773,36.3580,578.0233,0.3837,24.7864,618.1633,0.4547,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26549,M,transitiva,2009,"2008 (N), 2009, 2010",130.00,101.00,Y,22,17.0350,662.1300,0.4732,38.0998,621.7600,0.4114,45.2136,624.7800,0.3822,20.8802,631.7667,0.4598,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26563,M,transitiva,2008,"2008, 2010",122.00,100.00,Y,18.7,,,,,,,,,,,,,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,26570,M,transitiva,2010,"2008 (N), 2010",124.00,110.00,Y,20,,,,,,,,,,,,,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,73141,M,transitiva,2010,"2009 (N), 2010",123.00,101.00,Y,16.9,,,,,,,,,,,,,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,73169,M,transitiva,2010,"2010, 2011",114.00,91.00,Y,,,,,,,,,,,,,,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,73170,M,transitiva,2010,"2010, 2011",119.00,90.00,Y,20,,,,,,,,,,,,,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IL,73321,M,transitiva,2010,"2010, 2011",123.00,101.00,Y,19,,,,,,,,,,,,,,17.303046,8.42577,11.20303,16.823741,15.175,7.35,3.5523506,578.21469,62240180000,19.603,0.267,0.048,1.517
IA,1671-82532,M,erythrogaster,,,120.00,101.00,Y,,14.0688,690.0567,0.5731,21.0407,689.1300,0.5292,22.5572,641.7600,0.5251,21.9026,587.1033,0.4963,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,1671-84589,M,erythrogaster,,,118.00,83.00,Y,,12.0494,688.7567,0.5597,18.6978,679.8133,0.5290,16.6407,689.1300,0.4617,13.6970,679.8133,0.5467,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,1671-84641,M,erythrogaster,,,122.50,85.00,Y,,11.9846,689.1300,0.5875,22.9693,670.4967,0.5054,16.5121,636.7700,0.4753,15.9961,660.8000,0.5403,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,1671-84642,M,erythrogaster,,,122.00,110.00,Y,,7.9551,683.8267,0.5834,19.4274,639.7667,0.4888,14.1399,651.8133,0.5606,12.9696,680.1500,0.5936,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,2171-28137,M,erythrogaster,,,123.00,88.00,Y,,11.3758,682.4333,0.5563,20.1023,630.1000,0.5305,18.6948,641.1167,0.4871,9.7611,605.0400,0.5588,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,2171-28142,M,erythrogaster,,,117.00,82.50,Y,,12.4260,656.7733,0.5815,25.6687,585.6900,0.4835,35.9137,589.3800,0.4313,21.9373,607.7100,0.5028,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,2171-28168,M,erythrogaster,,,118.50,82.83,Y,,12.1712,683.0900,0.5732,35.2217,596.4500,0.4540,26.6821,606.0533,0.4980,28.2056,585.0367,0.4803,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,2171-28169,M,erythrogaster,,,121.50,86.00,Y,,11.0278,640.6933,0.5725,31.6454,609.4100,0.3982,25.6024,604.1400,0.4029,28.9467,577.1600,0.4587,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,2171-28183,M,erythrogaster,,,119.00,85.00,Y,,16.3163,668.0200,0.5011,31.1799,647.1200,0.4391,31.1873,601.5167,0.4714,29.4419,641.7633,0.4737,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,2171-28187,M,erythrogaster,,,119.83,95.33,Y,,16.3964,688.7567,0.5609,42.5349,638.1267,0.4023,35.6033,599.5100,0.4197,23.4426,653.0333,0.5095,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,2171-28188,M,erythrogaster,,,118.00,74.00,Y,,13.6341,660.4200,0.5522,21.1547,644.1300,0.4856,25.0546,661.8067,0.4809,16.1141,678.6867,0.5442,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-84129,M,erythrogaster,,,119.33,87.00,Y,,10.0250,678.6867,0.5302,25.3216,670.1167,0.4897,20.0042,670.4300,0.4759,19.2955,686.7633,0.5205,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-84156,M,erythrogaster,,,124.83,95.00,Y,,8.2304,677.0733,0.5558,26.4791,636.1750,0.4417,26.3198,627.4600,0.4551,8.1797,669.3633,0.5788,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-84158,M,erythrogaster,,,124.00,90.00,Y,,15.8925,646.0667,0.5427,28.1805,644.7533,0.4523,33.6162,610.8033,0.3932,23.9329,646.7333,0.4491,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-84168,M,erythrogaster,,,119.83,95.00,Y,,16.3706,678.6867,0.5274,20.0131,660.7333,0.5090,21.0079,679.0667,0.5117,13.1903,660.0400,0.5273,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-84173,M,erythrogaster,,,120.00,96.00,Y,,21.8720,660.8000,0.4452,20.5595,679.7533,0.5149,28.0241,661.1800,0.4533,32.9243,670.4967,0.4353,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-84181,M,erythrogaster,,,118.00,60.33,Y,,17.4563,667.7500,0.5298,52.7141,602.7167,0.3748,31.2968,611.7933,0.4406,37.0844,670.4967,0.4338,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-84189,M,erythrogaster,,,119.00,82.83,Y,,14.2999,639.3633,0.5375,36.1703,616.1800,0.4581,23.0781,660.8950,0.4746,20.3254,644.1300,0.5016,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-84199,M,erythrogaster,,,121.33,103.00,Y,,11.6074,674.7900,0.5565,18.4784,654.0333,0.5051,24.6474,619.3967,0.4789,24.1995,614.7800,0.4809,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-88566,M,erythrogaster,,,122.00,70.00,Y,,10.1363,694.1500,0.6349,23.4524,648.8167,0.5143,25.2671,637.0467,0.4876,14.5565,678.7567,0.5450,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-88804,M,erythrogaster,,,120.00,70.00,Y,,7.6857,694.1500,0.5984,34.4922,579.7700,0.4183,21.6384,574.7500,0.4463,22.0606,578.7233,0.5215,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-88816,M,erythrogaster,,,123.00,87.50,Y,,20.2659,681.4500,0.5549,42.3188,591.8367,0.4247,42.9006,603.7833,0.3746,21.8951,648.7933,0.4901,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-88825,M,erythrogaster,,,120.67,89.83,Y,,12.2145,681.4500,0.5730,43.4716,562.0933,0.4149,29.6153,620.8000,0.4310,19.9022,652.7667,0.5045,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-88830,M,erythrogaster,,,121.00,90.00,Y,,13.2706,674.4367,0.5407,28.1846,615.1267,0.4812,25.0555,640.1067,0.4883,18.0838,657.1400,0.5642,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-88832,M,erythrogaster,,,114.50,70.00,Y,,13.9142,668.0867,0.5594,16.5742,640.7467,0.5193,11.5327,648.0767,0.4830,13.0741,683.7767,0.5301,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-88839,M,erythrogaster,,,123.00,96.50,Y,,14.4111,671.7700,0.5757,37.9424,599.0700,0.4188,26.8257,567.7267,0.4573,21.9933,631.6900,0.4961,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
IA,3121-88840,M,erythrogaster,,,119.00,98.00,Y,,14.9770,660.8000,0.5221,33.5046,651.4233,0.4403,21.6904,611.1700,0.5064,19.7987,617.4833,0.5215,,8.04099,11.424384,17.77188,5.519653,20.325,15.675,0.9622546,338.66667,42572515005,8.359,1.172,0.073,0.511
RM,01,M,rustica,,,124.00,114.00,y,-,5.2889,694.1500,0.5710,31.6950,660.4067,0.4203,15.4934,642.7367,0.4436,21.2490,603.4000,0.4710,,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,04,M,rustica,,,128.00,115.00,y,-,6.2469,684.0800,0.5612,31.7376,650.7700,0.4027,21.4735,627.8400,0.4230,21.6247,681.1133,0.4863,y,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,05,M,rustica,,,123.00,124.00,y,-,6.4963,688.3833,0.5421,42.1239,640.1233,0.3775,22.2376,660.4200,0.3649,25.4877,623.7733,0.4820,,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,06,M,rustica,,,122.00,108.50,y,-,8.9542,679.0600,0.5202,39.4932,576.1900,0.3892,27.7990,639.4200,0.3925,19.4673,682.0333,0.4853,y,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,07,M,rustica,,,126.00,117.00,y,-,4.5093,688.3833,0.4997,34.9590,660.8000,0.4071,19.5222,644.0700,0.4064,19.9760,661.1133,0.4931,y,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,09,M,rustica,,,127.50,121.00,y,-,7.1218,676.3833,0.5209,39.5092,660.0400,0.3725,36.3596,661.1800,0.3714,20.5668,660.4200,0.4739,y,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,10,M,rustica,,,128.00,102.00,y,-,6.8839,679.0600,0.5691,40.4256,660.0400,0.3620,42.2588,660.4200,0.3643,30.8930,660.4200,0.3598,,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
RM,12,M,rustica,,,127.00,128.00,y,-,8.1353,667.0600,0.5282,38.0625,644.1300,0.4012,25.4816,660.0400,0.3893,20.4615,667.8200,0.4708,,8.64095,8.868855,15.27395,6.391947,18.125,12.55,0.9531669,406.54124,63715120000,8.365,1.031,0.050,0.742
