band,population,country,year,sex,ci1,rs,tail.mean,weight,date,t.avg.bright,t.hue,t.chrom,r.avg.bright,r.hue,r.chrom,b.avg.bright,b.hue,b.chrom,v.avg.bright,v.hue,v.chrom,band_x_pop,lat,long
1868,harbin,china,NA,M,NA,NA,95,14.58,NA,11.31465305,673.0666667,0.504717983,53.95763529,602.4266667,0.311418879,61.91689801,610.8233333,0.303770422,30.09318444,602.8133333,0.419884087,1868 harbin,45.761237,126.609063
1869,harbin,china,NA,M,NA,NA,107.8333333,14.89,NA,12.83873006,657.4466667,0.475795099,51.14954548,625.16,0.350037213,42.46447655,667.7333333,0.307708593,31.5903088,604.4233333,0.394370158,1869 harbin,45.761237,126.609063
VN96184,rt.zone,russia,NA,F,NA,NA,94.83333333,19.08,NA,15.41613247,611.4633333,0.500619209,23.14876959,634.4633333,0.47892459,NA,NA,NA,30.56781335,592.1233333,0.446331771,VN96184 rt.zone,NA,NA
1870,harbin,china,NA,F,NA,NA,82.25,16.69,NA,7.155850876,669.7433333,0.552965632,31.38711167,627.4433333,0.427888742,38.00458588,614.5,0.368393363,19.94707234,639.1,0.461302134,1870 harbin,45.761237,126.609063
1871,harbin,china,NA,M,NA,NA,94.58333333,13.18,NA,12.44980391,657.4266667,0.500309861,38.03562143,609.0866667,0.3614442,24.8314861,568.8333333,0.390979556,24.50268696,633.8033333,0.451587608,1871 harbin,45.761237,126.609063
1872,harbin,china,NA,F,NA,NA,87.41666667,17.55,NA,12.68017161,651.1366667,0.504418893,37.83774412,596.4133333,0.38911106,40.20134769,659.7066667,0.313435983,26.85343749,637.1666667,0.43425976,1872 harbin,45.761237,126.609063
1873,harbin,china,NA,M,NA,NA,87.75,14.04,NA,9.887774662,655.09,0.500563835,58.63491955,643.7866667,0.321908769,43.49526089,610.18,0.307195523,28.63882339,626.4566667,0.410415127,1873 harbin,45.761237,126.609063
1874,harbin,china,NA,F,NA,NA,95.08333333,17.63,NA,11.03566673,669.1033333,0.478220336,48.22245068,617.4233333,0.332197674,38.93638009,610.18,0.339160735,22.32097338,603.7533333,0.446744083,1874 harbin,45.761237,126.609063
1875,harbin,china,NA,F,NA,NA,79.41666667,13.18,NA,13.54477001,647.8,0.499957735,40.65683809,636.0933333,0.371154997,39.90659322,594.4566667,0.334801618,33.45561492,593.7666667,0.399159707,1875 harbin,45.761237,126.609063
1876,harbin,china,NA,M,NA,NA,103,14.46,NA,9.727903939,658.7266667,0.528422813,54.07942931,624.4566667,0.322692548,53.04844033,626.7833333,0.316715272,37.89815006,568.1166667,0.377931274,1876 harbin,45.761237,126.609063
1877,harbin,china,NA,F,NA,NA,80.66666667,14.33,NA,8.972697079,678.4266667,0.471315978,42.040447,649.7266667,0.32737087,45.51316708,568.5066667,0.337084636,31.71159723,588.4333333,0.392289792,1877 harbin,45.761237,126.609063
1878,harbin,china,NA,M,NA,NA,95.91666667,NA,NA,8.256097546,659.7066667,0.525420462,40.65872175,612.46,0.371569838,40.49218044,632.4366667,0.332215458,28.16519079,645.1066667,0.415928621,1878 harbin,45.761237,126.609063
1879,harbin,china,NA,M,NA,NA,93.75,14.46,NA,7.387566583,689.11,0.511044025,33.63450659,598.4166667,0.404791894,26.26056476,610.18,0.340613061,22.48496433,598.8433333,0.449461109,1879 harbin,45.761237,126.609063
VN96185,rt.zone,russia,NA,M,NA,NA,93.58333333,16.94,NA,10.25027992,626.48,0.491192716,24.51235704,618.12,0.43476422,16.39400564,610.5,0.480675457,13.97451721,657.4433333,0.513448666,VN96185 rt.zone,NA,NA
1880,harbin,china,NA,M,NA,NA,93.58333333,14.43,NA,13.71547935,644.1066667,0.484244946,36.18435386,634.1233333,0.386110054,35.6072659,610.5,0.400851798,22.797332,626.7933333,0.467667282,1880 harbin,45.761237,126.609063
VN96186,rt.zone,russia,NA,M,NA,NA,106.75,16.15,NA,10.18180896,667.04,0.471213838,14.86396945,643.7366667,0.478692917,16.88368216,643.4133333,0.465005755,14.38413116,653.4133333,0.453903878,VN96186 rt.zone,NA,NA
VN96219,moscow,russia,NA,M,NA,NA,109,19.58,NA,12.13128166,676.7366667,0.500745596,57.52250192,610.18,0.335179698,52.85749958,626.7933333,0.312162341,34.64390269,610.5,0.44149054,VN96219 moscow,56.724301,37.774761
VN96187,rt.zone,russia,NA,M,NA,NA,102.5,17.28,NA,15.37776738,680.7966667,0.478481404,13.14239604,676.7366667,0.524972049,23.62325138,628.4,0.442950982,19.16280159,691.0966667,0.489353496,VN96187 rt.zone,NA,NA
VN96188,rt.zone,russia,NA,F,NA,NA,82.25,18.74,NA,12.60478798,663.12,0.515513663,24.82271541,636.49,0.438877914,27.04326239,610.1133333,0.450644421,18.75370643,642.78,0.477258258,VN96188 rt.zone,NA,NA
VN96189,rt.zone,russia,NA,M,NA,NA,112.6666667,19.26,NA,9.861085946,679.4333333,0.525833341,56.12798565,631.0666667,0.330223722,45.09229352,626.4066667,0.325995116,39.43521566,609.4066667,0.406108063,VN96189 rt.zone,NA,NA
VN96190,rt.zone,russia,NA,F,NA,NA,98,20.18,NA,11.31477658,682.02,0.534194878,37.54294455,638.6966667,0.325303296,36.03348983,624.4066667,0.355334414,44.38491337,578.7166667,0.396340614,VN96190 rt.zone,NA,NA
VN96191,rt.zone,russia,NA,M,NA,NA,101.0833333,16.32,NA,8.350198798,659.3933333,0.488545094,12.24025627,660.4,0.494103889,14.37006318,643.4066667,0.499251551,12.92608067,660.02,0.526821573,VN96191 rt.zone,NA,NA
VN96192,rt.zone,russia,NA,M,NA,NA,106,17.54,NA,8.688127742,689.11,0.49640622,11.06494104,676.11,0.499248636,16.34409005,634.1333333,0.472624803,13.20058484,677.1166667,0.494479791,VN96192 rt.zone,NA,NA
VN96193,rt.zone,russia,NA,F,NA,NA,100.25,18.93,NA,15.09615365,634.4966667,0.484039735,29.13558888,594.4533333,0.43430094,29.09475497,633.5,0.383454176,22.10665982,633.5,0.436491406,VN96193 rt.zone,NA,NA
VN96194,rt.zone,russia,NA,M,NA,NA,109.5,16.94,NA,7.459509581,682.7433333,0.512642587,21.64768299,661.73,0.466742973,15.57109985,662.8,0.490532512,23.35109483,610.5,0.426933858,VN96194 rt.zone,NA,NA
VN96195,rt.zone,russia,NA,F,NA,NA,79.41666667,18.9,NA,15.00014902,660.02,0.486865687,23.54394542,639.02,0.467688104,29.04374979,642.7066667,0.385985503,17.76154585,660.02,0.490640657,VN96195 rt.zone,NA,NA
VN96196,rt.zone,russia,NA,M,NA,NA,103.5,15.65,NA,11.42519881,662.8,0.494099287,21.2192774,636.81,0.472101316,29.33637974,635.75,0.450169462,17.15034984,653.4833333,0.469705464,VN96196 rt.zone,NA,NA
VN96202,moscow,russia,NA,M,NA,NA,141,19.4,NA,12.33194066,674.68,0.497058787,52.82991437,601.1566667,0.354292162,37.7705086,642.78,0.349874956,45.31907027,605.02,0.365652183,VN96202 moscow,56.724301,37.774761
VN96220,moscow,russia,NA,M,NA,NA,112.5,18.04,NA,8.220210082,687.41,0.540032068,52.39392856,593.1233333,0.332737508,53.90276114,597.73,0.303226766,49.06387264,666.05,0.345867491,VN96220 moscow,56.724301,37.774761
VN96197,rt.zone,russia,NA,M,NA,NA,106.1666667,15.14,NA,11.12917645,651.11,0.466888842,14.61056942,610.82,0.450440808,14.85518761,643.4733333,0.461452455,19.62319613,642.1366667,0.427877544,VN96197 rt.zone,NA,NA
VN96198,rt.zone,russia,NA,M,NA,NA,105.4166667,18.44,NA,12.06270204,689.11,0.522919421,51.57528543,598.13,0.346622019,41.13663245,594.7833333,0.384613059,31.31371357,633.4266667,0.417355779,VN96198 rt.zone,NA,NA
VN96199,rt.zone,russia,NA,M,NA,NA,105.5833333,17.28,NA,15.49963135,653.4333333,0.457744424,14.74008286,626.7933333,0.465235701,13.15674827,642.3933333,0.48538197,16.6907105,643.0933333,0.481119146,VN96199 rt.zone,NA,NA
VN96200,rt.zone,russia,NA,M,NA,NA,112.75,15.9,NA,11.80036717,675.03,0.508705266,23.29731754,624.1366667,0.478648982,30.64432929,589.1033333,0.446218345,14.24553006,653.4566667,0.525866336,VN96200 rt.zone,NA,NA
VN96001,rt.zone,russia,NA,F,NA,NA,90.66666667,19.16,NA,10.34414796,661.4733333,0.496213231,23.89874335,649.44,0.478203888,35.03065632,607.4666667,0.407503198,25.16088099,627.8133333,0.453680494,VN96001 rt.zone,NA,NA
VN96002,rt.zone,russia,NA,F,NA,NA,86,19.69,NA,11.67213398,667.8,0.485478686,24.7164524,627.1133333,0.445809792,26.47478284,606.1133333,0.434586529,17.59671895,610.18,0.502243658,VN96002 rt.zone,NA,NA
VN96003,rt.zone,russia,NA,M,NA,NA,98.58333333,15.01,NA,11.61338349,669.4033333,0.481117982,16.00823679,659.7066667,0.490273416,18.32845906,642.7066667,0.414172013,13.63341083,643.02,0.456090822,VN96003 rt.zone,NA,NA
VN96004,rt.zone,russia,NA,F,NA,NA,92.75,17.89,NA,13.8467987,644.1666667,0.483794667,18.28224533,674.06,0.496018937,27.3987366,627.4333333,0.453815811,21.22401783,643.4066667,0.469960017,VN96004 rt.zone,NA,NA
VN96005,rt.zone,russia,NA,F,NA,NA,94.5,17.74,NA,16.86446733,663.12,0.493268631,23.09934802,659.13,0.459453486,20.25489673,615.12,0.482783788,14.5072416,644.49,0.509585736,VN96005 rt.zone,NA,NA
VN96006,rt.zone,russia,NA,F,NA,NA,85.5,17.55,NA,13.9904777,669.0533333,0.510423901,24.19409397,608.8266667,0.463414416,25.32405278,633.4266667,0.442479045,16.9249917,681.08,0.509863202,VN96006 rt.zone,NA,NA
VN96221,moscow,russia,NA,M,NA,NA,104,17,NA,12.55111432,680.4133333,0.522000717,60.92679119,592.4033333,0.346678922,50.86525004,626.7933333,0.332679125,38.69247404,611.4633333,0.413911697,VN96221 moscow,56.724301,37.774761
VN96007,rt.zone,russia,NA,F,NA,NA,85.5,18.49,NA,9.343160908,679.1,0.515893869,10.95444171,679.1,0.518621015,45.10758237,588.4633333,0.363172397,13.18509521,679.1,0.515795472,VN96007 rt.zone,NA,NA
VN96008,rt.zone,russia,NA,M,NA,NA,99.83333333,16.21,NA,8.567643181,689.11,0.499864853,12.36146526,669.09,0.511096723,18.97013784,643.0933333,0.458389293,13.70209711,679.1,0.532588215,VN96008 rt.zone,NA,NA
VN96009,rt.zone,russia,NA,F,NA,NA,82.5,17.97,NA,15.729786,653.1033333,0.51222872,30.68780304,612.1066667,0.430794783,25.97479286,625.7066667,0.407694401,21.43203193,626.4066667,0.470838011,VN96009 rt.zone,NA,NA
VN96010,rt.zone,russia,NA,M,NA,NA,110.25,16.19,NA,9.011105191,660.78,0.489302027,14.59139626,650.4266667,0.478542609,12.36109871,626.7933333,0.491808833,12.14348847,658.76,0.50475557,VN96010 rt.zone,NA,NA
VN96011,rt.zone,russia,NA,F,NA,NA,99.66666667,21.18,NA,19.11037925,658.71,0.43505316,24.94376782,643.78,0.4494443,23.46338358,651.0266667,0.47665674,19.41352816,662.1166667,0.50049563,VN96011 rt.zone,NA,NA
VN96012,rt.zone,russia,NA,F,NA,NA,90.5,17.34,NA,11.95574732,688.4833333,0.490830803,22.89121976,610.82,0.497418168,26.80301487,635.4333333,0.468228695,17.84744301,653.11,0.532069971,VN96012 rt.zone,NA,NA
VN96013,rt.zone,russia,NA,M,NA,NA,105.9166667,16.45,NA,13.64749917,660.02,0.509638984,13.66440297,659.7066667,0.460989583,12.31499975,643.4066667,0.481968144,16.50314368,660.02,0.500845608,VN96013 rt.zone,NA,NA
VN96014,rt.zone,russia,NA,F,NA,NA,93.25,17.56,NA,19.59025749,611.4,0.484915127,21.14107166,639.79,0.501232423,19.43501015,609.02,0.484321639,15.14316346,675.06,0.522177845,VN96014 rt.zone,NA,NA
VN96015,rt.zone,russia,NA,M,NA,NA,97.33333333,16.72,NA,14.70406223,667.7333333,0.485409806,33.91568469,634.8,0.381370043,42.71903522,585.0866667,0.366220087,21.96631981,609.4066667,0.457882454,VN96015 rt.zone,NA,NA
VN96016,rt.zone,russia,NA,M,NA,NA,98.41666667,16.65,NA,11.99174118,659.7066667,0.483626509,23.10315306,643.02,0.420869128,24.36183625,626.4066667,0.44408965,20.4217089,643.4733333,0.452498227,VN96016 rt.zone,NA,NA
VN96222,moscow,russia,NA,F,NA,NA,91.75,21.75,NA,9.748066733,671.4333333,0.530594305,46.16565999,657.06,0.362734169,63.13315356,627.1733333,0.33818105,36.99083575,666.4133333,0.361511745,VN96222 moscow,56.724301,37.774761
VN96017,rt.zone,russia,NA,M,NA,NA,108.5833333,16.72,NA,8.944928576,687.0966667,0.558661339,15.91002824,667.1133333,0.541638426,NA,NA,NA,20.77676153,673.7733333,0.451813509,VN96017 rt.zone,NA,NA
VN96018,rt.zone,russia,NA,F,NA,NA,93.83333333,20.45,NA,12.02858232,685.0366667,0.51871295,18.42836768,668.11,0.464168782,15.40851394,627.8166667,0.488860338,15.28665517,672.0933333,0.500213094,VN96018 rt.zone,NA,NA
VN96019,rt.zone,russia,NA,F,NA,NA,89.91666667,15.88,NA,12.45012567,644.1066667,0.503147794,31.97578017,612.11,0.418799914,47.44631297,619.14,0.359760822,19.67607281,636.1266667,0.493261686,VN96019 rt.zone,NA,NA
VN96020,rt.zone,russia,NA,M,NA,NA,99.75,16.18,NA,8.904822897,688.17,0.535212192,17.02452833,651.44,0.520282797,14.33510826,626.7933333,0.510624268,14.86612021,671.575,0.513012851,VN96020 rt.zone,NA,NA
VN96021,rt.zone,russia,NA,F,NA,NA,89.83333333,18.92,NA,14.93953263,657.4533333,0.524261443,69.7785999,611.4633333,0.334936546,35.27241829,627.1133333,0.429360257,61.32316041,638.7633333,0.322191172,VN96021 rt.zone,NA,NA
VN96022,rt.zone,russia,NA,M,NA,NA,125.6666667,18.4,NA,12.75872215,681.08,0.51317428,42.24975263,667.8,0.39839245,33.03544283,659.7533333,0.447739442,23.96763462,652.4866667,0.464678115,VN96022 rt.zone,NA,NA
VN96023,rt.zone,russia,NA,M,NA,NA,95.33333333,16.75,NA,9.784772409,685.7333333,0.502538596,19.80792958,659.0633333,0.490422057,27.88371259,591.17,0.455088354,16.17505608,637.76,0.524206729,VN96023 rt.zone,NA,NA
VN96024,rt.zone,russia,NA,F,NA,NA,98,19.92,NA,11.056721,667.35,0.51505908,NA,NA,NA,NA,NA,NA,NA,NA,NA,VN96024 rt.zone,NA,NA
VN96025,rt.zone,russia,NA,F,NA,NA,93.33333333,18.48,NA,17.50293079,613.1433333,0.474292552,24.31007586,631.7766667,0.462243752,38.93730392,615.7366667,0.397265399,22.80112257,620.3833333,0.508370553,VN96025 rt.zone,NA,NA
VN96026,rt.zone,russia,NA,M,NA,NA,110.6666667,15.98,NA,11.68887519,670.7233333,0.488523366,21.72207951,641.39,0.442770832,21.27369016,644.12,0.464553851,14.9676901,675.11,0.492087836,VN96026 rt.zone,NA,NA
VN96223,moscow,russia,NA,F,NA,NA,85.16666667,17.75,NA,20.25084221,610.82,0.487236557,51.10768403,623.7633333,0.348667644,8.886127775,669.09,0.272978986,45.41149224,610.5,0.362895651,VN96223 moscow,56.724301,37.774761
VN96027,rt.zone,russia,NA,F,NA,NA,98.58333333,17.75,NA,16.53556801,653.4833333,0.460856526,26.99891309,643.42,0.436084426,27.12261637,660.11,0.435776356,24.15305344,627.1166667,0.449074764,VN96027 rt.zone,NA,NA
VN96028,rt.zone,russia,NA,M,NA,NA,80.66666667,15.84,NA,9.52968227,660.7333333,0.517760536,21.40313003,632.0433333,0.460332927,19.77567335,616.8166667,0.473840361,15.2971766,664.7466667,0.493604644,VN96028 rt.zone,NA,NA
VN96029,rt.zone,russia,NA,F,NA,NA,85.83333333,17.45,NA,10.01734101,643.7266667,0.496605287,17.86826655,660.02,0.489012531,21.0508235,610.1133333,0.506455458,18.6768575,610.82,0.481905606,VN96029 rt.zone,NA,NA
VN96030,rt.zone,russia,NA,M,NA,NA,115.1666667,18.73,NA,23.85609681,643.7333333,0.465339015,64.99865803,642.7866667,0.344624363,49.74308608,663.4333333,0.339643555,46.1232991,643.1,0.366669425,VN96030 rt.zone,NA,NA
VN96031,rt.zone,russia,NA,F,NA,NA,80.75,18.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VN96031 rt.zone,NA,NA
VN96032,rt.zone,russia,NA,F,NA,NA,91.66666667,17.95,NA,10.85364729,683.7533333,0.537498058,18.4742899,681.1,0.535239465,18.49406418,644.07,0.516910568,17.50979836,643.4333333,0.524936061,VN96032 rt.zone,NA,NA
VN96033,rt.zone,russia,NA,M,NA,NA,138.3333333,17.53,NA,13.16477249,660.78,0.433618188,15.49523203,643.0933333,0.462021099,12.26723342,643.0933333,0.506964819,17.92064699,660.02,0.463718497,VN96033 rt.zone,NA,NA
VN96034,rt.zone,russia,NA,M,NA,NA,96.58333333,15.72,NA,13.13501804,661.4233333,0.526894976,16.13138758,671.1,0.522158314,20.63612586,642.8166667,0.485766076,15.15148022,651.4133333,0.521597859,VN96034 rt.zone,NA,NA
VN96035,rt.zone,russia,NA,F,NA,NA,96.75,17.57,NA,11.08718827,677.8,0.535603535,26.87913956,669.7166667,0.464160393,23.33997363,660.02,0.428092242,20.06375762,660.4,0.504040973,VN96035 rt.zone,NA,NA
VN96036,rt.zone,russia,NA,F,NA,NA,93.16666667,19.28,NA,9.669257787,651.7266667,0.5471936,19.61619773,634.7633333,0.509120451,23.74040931,627.4933333,0.445732924,18.52657031,644.1066667,0.504138078,VN96036 rt.zone,NA,NA
VN96224,moscow,russia,NA,M,NA,NA,125.5,20.02,NA,17.41773562,675.0533333,0.460841182,50.36159806,631.7566667,0.329739399,46.33722317,650.35,0.304136735,38.45543766,575.8433333,0.423125901,VN96224 moscow,56.724301,37.774761
VN96037,rt.zone,russia,NA,M,NA,NA,96.83333333,15.46,NA,7.825370439,683.7433333,0.499842549,16.96077922,600.3866667,0.504256252,21.19060871,650.7633333,0.480926777,12.68582402,673.0933333,0.512951378,VN96037 rt.zone,NA,NA
VN96038,rt.zone,russia,NA,F,NA,NA,87.83333333,19.55,NA,17.59269538,678.78,0.47491677,36.33226753,591.4066667,0.410831162,27.34997476,590.7333333,0.420021206,21.74487838,635.3466667,0.436057874,VN96038 rt.zone,NA,NA
VN96039,rt.zone,russia,NA,M,NA,NA,137.9166667,17.8,NA,10.84830944,660.02,0.459720951,11.48615401,660.02,0.496345019,22.18892148,610.82,0.4532356,11.39503575,660.02,0.485576746,VN96039 rt.zone,NA,NA
VN96040,rt.zone,russia,NA,M,NA,NA,94.25,16.2,NA,17.10872084,645.1866667,0.487748876,44.02762546,607.79,0.405390598,31.67931638,629.43,0.370276927,20.71099435,647.7133333,0.473042399,VN96040 rt.zone,NA,NA
VN96041,rt.zone,russia,NA,F,NA,NA,100.0833333,22.97,NA,17.27850397,650.4133333,0.44392737,26.245165,660.0466667,0.457936275,25.657634,642.1,0.424680566,21.70816002,620.4033333,0.441818551,VN96041 rt.zone,NA,NA
VN96042,rt.zone,russia,NA,M,NA,NA,107.4166667,17.55,NA,27.57814171,684.12,0.431350691,53.22666333,610.5,0.363314674,43.68766316,610.18,0.376358601,38.83129558,594.7766667,0.414476046,VN96042 rt.zone,NA,NA
VN96043,rt.zone,russia,NA,F,NA,NA,89.58333333,17.69,NA,17.25196136,634.4433333,0.491044152,23.79377611,644.8,0.47564674,40.35919596,611.4,0.393668013,26.91464997,611.1433333,0.422527915,VN96043 rt.zone,NA,NA
VN96044,rt.zone,russia,NA,F,NA,NA,96.58333333,19.06,NA,14.17879471,666.4433333,0.49076004,21.03687373,633.1,0.484321079,21.84832213,614.1133333,0.471912676,16.26366153,657.0966667,0.504966949,VN96044 rt.zone,NA,NA
VN96045,rt.zone,russia,NA,M,NA,NA,139.3333333,17.43,NA,8.310907995,688.42,0.529902953,17.75095168,626.82,0.464310052,19.10709883,618.5,0.478190091,22.21936012,639.06,0.515441589,VN96045 rt.zone,NA,NA
VN96046,rt.zone,russia,NA,M,NA,NA,93.66666667,15.86,NA,11.08048783,679.7566667,0.506359622,16.84488374,681.7833333,0.481529727,26.9056019,628.1266667,0.422806366,21.70459062,628.8533333,0.44397852,VN96046 rt.zone,NA,NA
VN96225,moscow,russia,NA,F,NA,NA,97.25,20.65,NA,11.17905355,674.68,0.50893172,41.77081556,625.7066667,0.36115953,34.45899134,625.7066667,0.347616304,30.43756151,667.8,0.444822592,VN96225 moscow,56.724301,37.774761
VN96047,rt.zone,russia,NA,F,NA,NA,88.41666667,19.41,NA,9.580317142,660.02,0.450472624,19.04849591,643.7266667,0.450342058,24.92209715,660.02,0.439213113,16.38624839,660.02,0.47742426,VN96047 rt.zone,NA,NA
VN96048,rt.zone,russia,NA,F,NA,NA,90.66666667,20.79,NA,15.88843699,677.08,0.471691612,31.85544068,593.3833333,0.435377749,28.82845708,579.44,0.439196717,28.28941431,631.0833333,0.451776033,VN96048 rt.zone,NA,NA
VN96049,rt.zone,russia,NA,M,NA,NA,96.83333333,15.33,NA,18.60270268,627.0433333,0.48258099,64.12653672,643.42,0.336438406,50.91172001,660.11,0.339105064,24.7826834,626.73,0.467827518,VN96049 rt.zone,NA,NA
VN96050,rt.zone,russia,NA,F,NA,NA,94.16666667,19.97,NA,19.36159932,646.5,0.450669513,19.2366955,670.44,0.474251087,23.13901484,633.7333333,0.463123547,18.46998985,669.7933333,0.453257978,VN96050 rt.zone,NA,NA
VN96051,rt.zone,russia,NA,M,NA,NA,102.4166667,19.99,NA,10.29294646,665.77,0.530945527,50.13950997,595.79,0.37273393,45.08455218,607.73,0.339211425,23.62699026,627.4166667,0.508529628,VN96051 rt.zone,NA,NA
VN96052,rt.zone,russia,NA,M,NA,NA,114,18.09,NA,10.30637253,660.11,0.494318448,16.53252135,686.7766667,0.470527129,17.55045537,660.11,0.481461802,12.46196489,667.4233333,0.523168533,VN96052 rt.zone,NA,NA
VN96053,rt.zone,russia,NA,F,NA,NA,96.5,22.21,NA,17.59561662,589.41,0.437269646,56.98085045,610.04,0.358135881,64.73879644,651.19,0.325407165,38.1919286,610.04,0.423447316,VN96053 rt.zone,NA,NA
VN96054,rt.zone,russia,NA,F,NA,NA,88.66666667,24.35,NA,17.10305214,653.4066667,0.478888663,65.90116982,642.0966667,0.322358419,75.9250889,606.1333333,0.301728727,40.73065078,609.4,0.359419097,VN96054 rt.zone,NA,NA
VN96055,rt.zone,russia,NA,F,NA,NA,99.33333333,19.99,NA,14.47692549,647.74,0.524865088,53.34429312,594.1266667,0.321830474,51.30707394,605.7366667,0.344317762,32.04166655,619.7866667,0.427701404,VN96055 rt.zone,NA,NA
VN96056,rt.zone2,russia,NA,M,NA,NA,116.3333333,17.52,NA,14.87186356,653.7566667,0.472272938,30.61699934,666.0766667,0.426067002,28.51315238,626.4166667,0.399713813,23.84993614,649.11,0.453937052,VN96056 rt.zone2,NA,NA
VN96226,moscow,russia,NA,M,NA,NA,104.3333333,18.98,NA,16.23753786,643.4066667,0.488533086,62.65305191,603.1433333,0.323132892,53.33658538,626.1166667,0.321920486,40.03693958,660.4,0.37593617,VN96226 moscow,56.724301,37.774761
VN96057,rt.zone2,russia,NA,F,NA,NA,86.58333333,20.28,NA,19.1293491,617.7366667,0.481225052,22.34899857,618.7733333,0.46471075,35.53306697,613.4166667,0.372700286,23.04581625,637.7366667,0.478145009,VN96057 rt.zone2,NA,NA
