band,population,country,year,sex,ci1,rs,tail.mean,weight,date,t.avg.bright,t.hue,t.chrom,r.avg.bright,r.hue,r.chrom,b.avg.bright,b.hue,b.chrom,v.avg.bright,v.hue,v.chrom,band_x_pop,lat,long
2600-54722,colorado,Colorado,2013,F,150,4,78,19,NA,17.62874188,652.4333333,0.511451944,23.19455296,658.12,0.507635997,31.64437873,605.4066667,0.436119906,17.82382873,662.7633333,0.53225712,2600-54722 CO,40.0274,-105.2519
2600-54723,colorado,Colorado,2013,M,150,3,86.41666666500001,18.5,NA,21.09499329,674.3933333,0.500100415,34.60686114,612.1066667,0.451626672,40.79100634,634.7633333,0.371522609,29.14351544,604.1733333,0.432871472,2600-54723 CO,40.0274,-105.2519
2600-54724,colorado,Colorado,2013,F,153,4,78.66666667,17,NA,26.99706044,683.4366667,0.458348399,34.29824637,617.4833333,0.454083276,30.69918837,623.04,0.384546903,28.90356737,662.6833333,0.455853786,2600-54724 CO,40.0274,-105.2519
2600-54725,colorado,Colorado,2013,M,155,0,94.58333333499999,18,NA,23.08767051,663.11,0.48220436,31.99152328,628.77,0.464059744,29.18816029,599.09,0.434630684,21.67435754,623.1733333,0.518080189,2600-54725 CO,40.0274,-105.2519
2600-54726,colorado,Colorado,2013,F,147,NA,79.66666666500001,21.5,NA,17.16399715,659.0633333,0.519026871,34.30331965,627.1733333,0.418069075,35.08687248,633.8133333,0.437649122,22.65133564,674.75,0.490267561,2600-54726 CO,40.0274,-105.2519
2600-54727,colorado,Colorado,2013,F,152,0,39.5,19,NA,22.109579,668.4833333,0.469047566,36.3030469,611.1433333,0.432567481,40.68197413,611.1433333,0.408520898,22.25994125,633.82,0.50266248,2600-54727 CO,40.0274,-105.2519
2600-54728,colorado,Colorado,2013,F,141,9,74.41666667,16.5,NA,13.09975552,644.4333333,0.509976172,24.30800516,637.76,0.476639283,22.85582776,648.7333333,0.451800942,25.15331754,632.8133333,0.456821128,2600-54728 CO,40.0274,-105.2519
2600-54729,colorado,Colorado,2013,F,137,7,86.5,17.5,NA,13.52352095,670.4,0.509186111,31.65263869,621.4233333,0.439618339,34.14717793,627.4366667,0.427005198,24.77224725,622.1033333,0.48144538,2600-54729 CO,40.0274,-105.2519
2600-54730,colorado,Colorado,2013,F,148,5,82,17.5,NA,18.56966198,628.7833333,0.509323972,25.55762919,632.4333333,0.448096836,37.28050744,639.7833333,0.409180168,31.6388204,645.7533333,0.437386515,2600-54730 CO,40.0274,-105.2519
2600-54731,colorado,Colorado,2013,F,151,4,79.5,18,NA,17.9438766,644.4333333,0.472739105,44.63489282,624.7866667,0.378732471,34.6162235,667.1133333,0.390915541,24.18649133,657.8133333,0.479181612,2600-54731 CO,40.0274,-105.2519
2600-54732,colorado,Colorado,2013,F,164,3,78.91666666500001,19.5,NA,19.99198928,611.14,0.467290403,30.21113086,616.78,0.442022076,26.52740733,610.82,0.447117712,22.49792661,610.82,0.472418249,2600-54732 CO,40.0274,-105.2519
2600-54733,colorado,Colorado,2013,M,164,3,88.08333333499999,18,NA,18.74210476,660.02,0.483017935,29.34843983,627.1133333,0.444018566,32.62621148,643.7266667,0.433082767,23.11122527,659.7066667,0.471785755,2600-54733 CO,40.0274,-105.2519
2600-54734,colorado,Colorado,2013,M,146,6,91,18,NA,17.45508788,634.7633333,0.500336477,26.2854001,625.1,0.485979438,38.04386046,610.82,0.418907591,25.37941903,644.1,0.488376595,2600-54734 CO,40.0274,-105.2519
2600-54735,colorado,Colorado,2013,M,159,9,92,17,NA,23.86879716,627.8133333,0.478755717,40.86436705,660.78,0.400220738,31.90765064,627.8133333,0.454503289,32.36718428,644.1066667,0.44608369,2600-54735 CO,40.0274,-105.2519
2600-54736,colorado,Colorado,2013,F,161,0,75.91666666500001,19.5,NA,13.88332999,692.4,0.57264011,34.33147843,593.4133333,0.410356085,41.59600217,660.4,0.363024016,28.65237947,615.0566667,0.460661459,2600-54736 CO,40.0274,-105.2519
2600-54737,colorado,Colorado,2013,F,150,4,80,20,NA,17.99299449,644.42,0.520592918,23.71162504,643.0933333,0.447813493,32.34351676,590.52,0.412045269,23.79531888,627.4366667,0.508956385,2600-54737 CO,40.0274,-105.2519
2600-54738,colorado,Colorado,2013,F,153,0,74,18,NA,27.82131748,614.82,0.443352126,31.67886096,635.7733333,0.436931535,30.22452387,627.1133333,0.422671242,21.33934342,636.81,0.469124932,2600-54738 CO,40.0274,-105.2519
2600-54739,colorado,Colorado,2013,F,NA,0,NA,20.5,NA,11.67823599,643.1,0.492995148,68.27832365,610.18,0.305001957,58.40288132,610.18,0.345804584,28.48318027,610.18,0.452332763,2600-54739 CO,40.0274,-105.2519
2600-54740,colorado,Colorado,2013,F,161,0,79.33333333,18,NA,16.47847693,662.8,0.494516022,30.40936572,625.7833333,0.450068232,25.51202762,626.7933333,0.459520644,21.12304026,610.5,0.49866668,2600-54740 CO,40.0274,-105.2519
2600-54741,colorado,Colorado,2013,F,151,1,80,16,NA,19.82472409,643.7866667,0.426060215,29.07788902,639.7733333,0.440585644,22.16609247,626.7933333,0.492566596,15.58350626,626.48,0.523967147,2600-54741 CO,40.0274,-105.2519
2600-54742,colorado,Colorado,2013,M,NA,0,88.08333333,16.5,NA,16.90864789,663.12,0.510104186,23.64016176,610.5,0.511668015,35.23086179,649.0266667,0.430167908,27.18679347,610.5,0.462395568,2600-54742 CO,40.0274,-105.2519
2600-54743,colorado,Colorado,2013,M,168,3,86.58333333499999,16,NA,16.59760486,643.4066667,0.50385952,29.34837022,587.5,0.446535799,17.97784946,660.02,0.527205324,16.24260087,643.7266667,0.531855448,2600-54743 CO,40.0274,-105.2519
2600-54744,colorado,Colorado,2013,M,173,3,87.33333333499999,16,NA,26.59564013,674.37,0.435351202,42.06761826,658.0666667,0.366963182,26.96584163,610.82,0.477145257,21.87436884,651.4366667,0.5005017,2600-54744 CO,40.0274,-105.2519
2600-54745,colorado,Colorado,2013,F,173,3,78.91666666500001,18.5,NA,24.33918528,674.75,0.381477172,41.6828698,610.18,0.409395086,44.78095944,643.7266667,0.385121697,49.62428443,611.14,0.36070144,2600-54745 CO,40.0274,-105.2519
2600-54747,colorado,Colorado,2013,M,NA,0,94.5,17.5,NA,14.67031057,667.73,0.509018128,26.05863791,610.82,0.481130484,21.4328137,650.7366667,0.511041419,23.93799586,651.1166667,0.500077919,2600-54747 CO,40.0274,-105.2519
2600-54748,colorado,Colorado,2013,M,148,5,94.58333333499999,16.5,NA,15.60267875,668.0433333,0.513038883,25.19772707,650.7366667,0.45630963,37.87054849,610.82,0.410802939,18.23724839,674.7433333,0.54588636,2600-54748 CO,40.0274,-105.2519
2600-54749,colorado,Colorado,2013,M,161,NA,93.58333333499999,17.5,NA,19.61295401,643.7266667,0.506474356,25.3490681,633.8133333,0.473538269,32.26438892,610.18,0.443899067,22.93363657,610.18,0.484383604,2600-54749 CO,40.0274,-105.2519
2600-54750,colorado,Colorado,2013,M,172,NA,90,17,NA,12.02239029,662.7266667,0.339859569,30.27615784,610.82,0.459841674,29.76388319,622.42,0.478960329,24.56673547,640.0933333,0.481549262,2600-54750 CO,40.0274,-105.2519
2600-54751,colorado,Colorado,2013,M,NA,0,93.58333333499999,17,NA,15.98968603,671.3733333,0.54663623,27.33372981,650.7466667,0.47972471,28.95672626,658.3866667,0.458783824,22.64350774,643.4066667,0.491544338,2600-54751 CO,40.0274,-105.2519
2600-54752,colorado,Colorado,2013,M,164,NA,92.08333333499999,17,NA,15.1895755,687.1133333,0.544484532,26.63458952,676.08,0.483802382,23.60838267,643.7866667,0.47535594,17.69039184,650.7466667,0.538135548,2600-54752 CO,40.0274,-105.2519
2600-54753,colorado,Colorado,2013,M,192,NA,82.58333333499999,15.5,NA,12.64379311,669.0666667,0.53106913,34.37251244,613.6833333,0.441584276,34.06664714,611.1433333,0.437354704,24.42712596,632.7533333,0.477626504,2600-54753 CO,40.0274,-105.2519
2600-54754,colorado,Colorado,2013,F,164,NA,39.5,18,NA,16.77681719,634.1333333,0.492802246,27.61440678,627.4333333,0.470106044,29.40253864,643.4066667,0.443151105,23.10807626,610.82,0.482869188,2600-54754 CO,40.0274,-105.2519
2600-54755,colorado,Colorado,2013,M,193,NA,46.5,15.5,NA,14.22579716,678.7366667,0.459247967,28.0050414,622.13,0.445629087,22.50948174,648.7466667,0.478147777,20.66110574,637.1433333,0.484103081,2600-54755 CO,40.0274,-105.2519
2600-54756,colorado,Colorado,2013,M,NA,0,93,17,NA,13.42370489,682.0566667,0.529363183,23.67725929,621.4666667,0.514911592,36.6376468,610.05,0.413674024,18.150619850000002,617.4266667,0.523426272,2600-54756 CO,40.0274,-105.2519
2600-54757,colorado,Colorado,2013,F,182,NA,80.41666666500001,16.5,NA,18.47748925,634.7633333,0.486275112,30.18733263,609.4066667,0.434260514,29.52563869,622.3533333,0.446222648,21.19022339,638.8166667,0.506549534,2600-54757 CO,40.0274,-105.2519
2600-54758,colorado,Colorado,2013,M,163,0,88.5,16,NA,14.43743225,673.7166667,0.549549237,23.97645183,614.3766667,0.482087955,21.9312546,597.4133333,0.445696569,21.28657685,623.0633333,0.493191335,2600-54758 CO,40.0274,-105.2519
2600-54759,colorado,Colorado,2013,F,NA,0,81.5,16,NA,22.12138902,643.45,0.438867369,35.95495712,629.78,0.421556331,36.78432767,610.4366667,0.442211922,23.48001073,627.37,0.498278188,2600-54759 CO,40.0274,-105.2519
2600-54760,colorado,Colorado,2013,F,172,NA,83,17,NA,12.69429037,672.44,0.504838249,33.74171542,617.1033333,0.433243175,35.76678039,615.82,0.381414179,42.52389952,616.0733333,0.388738646,2600-54760 CO,40.0274,-105.2519
2600-54761,colorado,Colorado,2013,F,161,NA,81.5,17,NA,22.37524388,663.12,0.410927015,32.83731816,598.8366667,0.425681591,31.39586107,611.14,0.436856809,20.12374589,610.18,0.49577258,2600-54761 CO,40.0274,-105.2519
2600-54762,colorado,Colorado,2013,M,159,0,90.66666666500001,16,NA,13.40118756,668.0433333,0.541208417,48.49707912,567.1366667,0.382562736,36.44129895,623.1033333,0.419688915,27.74970255,657.0566667,0.474049604,2600-54762 CO,40.0274,-105.2519
2600-54763,colorado,Colorado,2013,F,147,5,78.25,15.5,NA,10.33738902,679.4533333,0.540902899,17.74280621,657.4466667,0.466540035,31.81136253,622.4066667,0.431713694,19.76740227,673.4333333,0.483590303,2600-54763 CO,40.0274,-105.2519
2600-54764,colorado,Colorado,2013,M,147,5,92,17.5,NA,13.55918822,660.02,0.501009035,31.29833233,626.7933333,0.416693369,28.62590936,610.5,0.435140176,22.69672392,627.1133333,0.481926287,2600-54764 CO,40.0274,-105.2519
2600-54765,colorado,Colorado,2013,F,166,8,38.083333335,17,NA,16.74587381,676.7533333,0.527452241,27.89180689,626.7933333,0.458071527,39.87047872,610.5,0.407260436,36.72880971,623.4533333,0.426117529,2600-54765 CO,40.0274,-105.2519
2600-54766,colorado,Colorado,2013,M,163,3,39.5,20,NA,12.05423275,674.4566667,0.52757375,19.92582148,650.78,0.522033562,21.71822205,610.18,0.473184804,21.36105805,669.7566667,0.492690506,2600-54766 CO,40.0274,-105.2519
2600-54767,colorado,Colorado,2013,F,163,3,77.5,18,NA,26.51680971,639.7633333,0.459226768,41.0942586,608.44,0.403997235,31.46299297,609.7933333,0.431120288,29.94743582,639.0866667,0.456649375,2600-54767 CO,40.0274,-105.2519
2600-54768,colorado,Colorado,2013,M,163,3,89.33333333499999,17,NA,9.800744417,689.11,0.543309007,18.13107523,621.46,0.4995124,23.50954994,610.18,0.465549342,13.89661761,655.7533333,0.514286757,2600-54768 CO,40.0274,-105.2519
2600-54769,colorado,Colorado,2013,M,189,3,83.58333333499999,14.5,NA,11.71704987,675.7533333,0.566084417,36.03600436,655.0833333,0.433997322,28.40696815,629.0933333,0.413806835,28.70717688,606.7633333,0.467357641,2600-54769 CO,40.0274,-105.2519
2600-54770,colorado,Colorado,2013,M,NA,0,83.58333333499999,18.5,NA,15.56552051,681.7,0.49093116,27.08320346,617.4266667,0.481973297,21.66399743,610.5,0.500751141,18.99693046,624.7533333,0.518803728,2600-54770 CO,40.0274,-105.2519
2600-54771,colorado,Colorado,2013,M,168,5,85,16.5,NA,18.06625879,660.78,0.494439308,40.58027024,646.4866667,0.410176303,28.53272404,627.4333333,0.425302869,22.81984604,644.1066667,0.483966517,2600-54771 CO,40.0274,-105.2519
2600-54772,colorado,Colorado,2013,F,168,NA,74.25,16,NA,28.40524553,610.5,0.443495492,40.43141412,615.06,0.392556529,41.47730179,619.4433333,0.377523795,29.47695477,659.7066667,0.44398471,2600-54772 CO,40.0274,-105.2519
2600-54773,colorado,Colorado,2013,F,163,3,81.5,15.5,NA,16.66806266,661.1,0.504431831,38.95062661,652.07,0.396377082,24.42626839,620.0933333,0.482147237,18.25194121,659.08,0.499751204,2600-54773 CO,40.0274,-105.2519
2600-54774,colorado,Colorado,2013,F,165,0,78.75,16.5,NA,9.32475358,658.42,0.380218191,34.23060756,624.83,0.441099088,38.66565094,614.5,0.401404627,26.71478541,644.1733333,0.468937624,2600-54774 CO,40.0274,-105.2519
2600-54775,colorado,Colorado,2013,F,199,NA,79.5,NA,NA,28.90311484,610.5,0.452499982,39.32929795,611.14,0.435893297,34.33573327,643.4066667,0.408610011,26.81308745,605.7933333,0.482793313,2600-54775 CO,40.0274,-105.2519
2600-54777,colorado,Colorado,2013,F,NA,0,83.91666666500001,17.5,NA,20.22649599,620.7766667,0.444879778,32.58828927,637.1133333,0.441557752,24.45574647,622.7333333,0.467593505,29.43440701,660.4433333,0.427168764,2600-54777 CO,40.0274,-105.2519
2600-54778,colorado,Colorado,2013,M,NA,0,88.58333333499999,15,NA,17.72511569,660.02,0.505996182,24.64411337,627.1133333,0.485676478,29.53407177,610.5,0.438703501,19.55671461,644.42,0.482519536,2600-54778 CO,40.0274,-105.2519
2600-54782,colorado,Colorado,2013,F,182,4,75.5,NA,NA,21.55297927,610.0966667,0.454672702,18.21623101,641.0766667,0.487007904,38.46679501,574.0833333,0.388283185,22.42278733,631.7433333,0.454917454,2600-54782 CO,40.0274,-105.2519
2600-54783,colorado,Colorado,2013,M,145,3,79.5,NA,NA,15.05422045,649.08,0.516488956,39.23947521,605.44,0.407274549,30.14268875,623.3766667,0.462460112,24.46626405,651.13,0.481790419,2600-54783 CO,40.0274,-105.2519
2600-54784,colorado,Colorado,2013,F,150,6,76.5,15,NA,13.42462631,683.4433333,0.537143558,28.69601163,643.7933333,0.474628805,28.21275063,593.48,0.427193634,25.69741691,627.8066667,0.475467134,2600-54784 CO,40.0274,-105.2519
2600-54788,colorado,Colorado,2013,F,194,0,76,17,NA,14.56617618,622.0933333,0.539612396,37.67099032,615.7833333,0.421192173,40.06633517,621.76,0.415665828,26.84884143,640.7566667,0.466100357,2600-54788 CO,40.0274,-105.2519
2600-54789,colorado,Colorado,2013,M,183,0,100.75,16.56,NA,27.91389267,636.83,0.43071976,34.5908229,598.8433333,0.392819855,30.92670339,610.5,0.419379177,27.42583842,611.14,0.452229392,2600-54789 CO,40.0274,-105.2519
2600-54790,colorado,Colorado,2013,F,183,0,76.75,19,NA,13.62684099,686.7433333,0.522830317,30.24491389,639.1566667,0.451753775,21.19147169,656.7466667,0.491826395,29.28491804,638.11,0.440664454,2600-54790 CO,40.0274,-105.2519
2600-54801,colorado,Colorado,2013,M,143,4,82.91666667,17,NA,16.00538952,684.0633333,0.511211241,24.48425772,635.0866667,0.471599443,26.18844857,650.7466667,0.440533956,13.09921177,674.37,0.543955132,2600-54801 CO,40.0274,-105.2519
2600-54802,colorado,Colorado,2013,F,152,4,72.66666666500001,17.5,NA,22.5757207,678.7966667,0.46872569,36.66080237,651.4366667,0.432037843,44.45784377,627.8133333,0.387149406,34.74206042,668.11,0.414443337,2600-54802 CO,40.0274,-105.2519
2600-54803,colorado,Colorado,2013,M,NA,0,88.5,16.5,NA,15.09159064,627.1133333,0.513991496,29.55218161,657.4466667,0.439433582,26.98612268,610.5,0.441896381,24.5601452,611.14,0.49589514,2600-54803 CO,40.0274,-105.2519
2600-54804,colorado,Colorado,2013,M,148,3,85.5,17,NA,19.44203821,627.1133333,0.495814791,32.15725755,610.5,0.447844084,35.44610733,610.82,0.43188393,25.36854682,610.5,0.475219357,2600-54804 CO,40.0274,-105.2519
2600-54805,colorado,Colorado,2013,F,148,4,82.83333333499999,18,NA,31.77441412,619.1366667,0.439725287,24.8417091,611.14,0.475357978,42.76173327,610.5,0.391368691,30.71940916,618.5,0.459536788,2600-54805 CO,40.0274,-105.2519
2600-54808,colorado,Colorado,2013,F,151,2,77.58333333499999,19.5,NA,22.3367808,651.76,0.521900081,40.15666667,644.1666667,0.415561768,53.16721616,644.81,0.362843971,33.09608733,661.16,0.446457772,2600-54808 CO,40.0274,-105.2519
2600-54809,colorado,Colorado,2013,M,161,0,81.5,17.5,NA,18.0032315,660.78,0.557609774,32.95890733,627.4933333,0.450305829,26.8054684,644.1066667,0.458096806,22.57822273,644.4866667,0.479262696,2600-54809 CO,40.0274,-105.2519
2600-54810,colorado,Colorado,2013,M,151,2,97.08333333499999,18.5,NA,15.17079534,686.7433333,0.511107554,32.5841756,597.8,0.460002672,34.6246428,610.18,0.404703858,30.41662697,626.8,0.45606726400000003,2600-54810 CO,40.0274,-105.2519
2600-54811,colorado,Colorado,2013,M,142,4,105,18.5,NA,15.14901814,670.0266667,0.523977821,27.54675663,637.4433333,0.446656141,20.65638646,659.3933333,0.48608935,20.46233891,669.7133333,0.500004559,2600-54811 CO,40.0274,-105.2519
2600-54812,colorado,Colorado,2013,F,146,6,85,20,NA,24.13155784,643.7866667,0.457967281,25.78902263,661.16,0.483010848,34.88493924,644.4866667,0.410557668,19.66693101,660.78,0.500369565,2600-54812 CO,40.0274,-105.2519
2600-54813,colorado,Colorado,2013,M,194,2,90.91666666500001,17.5,NA,16.99796618,669.7166667,0.534189129,28.47560569,627.8133333,0.465058262,33.87556735,627.4333333,0.425555929,21.8699195,660.78,0.501027197,2600-54813 CO,40.0274,-105.2519
2600-54814,colorado,Colorado,2013,M,NA,0,89.08333333499999,18,NA,21.67643313,668.11,0.491621059,44.88410566,627.8133333,0.407796806,49.63125772,627.8133333,0.343363905,28.91203358,674.06,0.445863121,2600-54814 CO,40.0274,-105.2519
2600-54815,colorado,Colorado,2013,M,138,8,96.75,18,NA,17.84598232,610.5,0.503155338,38.90448823,610.5,0.410471271,26.79425757,610.18,0.438421842,33.54031814,610.18,0.429729152,2600-54815 CO,40.0274,-105.2519
2600-54816,colorado,Colorado,2013,F,138,8,75.41666666500001,17.5,NA,22.9415687,634.4533333,0.487044579,43.07874695,611.14,0.383657527,35.81371925,610.18,0.423771642,23.42620047,609.7933333,0.478475509,2600-54816 CO,40.0274,-105.2519
2600-54817,colorado,Colorado,2013,F,199,7,82,19.5,NA,30.9513789,662.4133333,0.428151821,51.83738141,644.7933333,0.379147232,36.83823587,644.1,0.410639116,26.43653974,614.74,0.444111542,2600-54817 CO,40.0274,-105.2519
2600-54818,colorado,Colorado,2013,M,199,7,84,17.5,NA,11.37150626,675.3733333,0.416096709,23.78498109,672.4066667,0.504233721,21.29816148,661.4066667,0.524801184,22.00505764,640.4033333,0.520087643,2600-54818 CO,40.0274,-105.2519
2600-54819,colorado,Colorado,2013,F,169,NA,74,21.5,NA,13.84099553,690.7233333,0.538890306,27.92766702,681.7233333,0.461674228,32.33047755,658.4133333,0.429027936,14.59629548,662.7266667,0.568800734,2600-54819 CO,40.0274,-105.2519
2600-54820,colorado,Colorado,2013,F,161,NA,73.25,20.5,NA,17.20576034,683.0266667,0.541996902,31.30843048,628.7633333,0.452561149,24.64996752,651.7266667,0.440981966,27.35732365,659.0733333,0.480022156,2600-54820 CO,40.0274,-105.2519
2600-54821,colorado,Colorado,2013,M,163,5,83,17.5,NA,10.6473766,660.1,0.58499665,20.2276417,670.42,0.507181074,23.89485173,649.08,0.488882033,16.34124487,663.04,0.552766265,2600-54821 CO,40.0274,-105.2519
2600-54822,colorado,Colorado,2013,F,159,3,74.83333333499999,18.5,NA,17.19262499,682.7133333,0.544683202,21.66833834,654.0966667,0.481864943,26.40404163,639.72,0.4408715,27.67840733,652.0733333,0.47600393,2600-54822 CO,40.0274,-105.2519
2600-54823,colorado,Colorado,2013,M,150,3,87.75,17,NA,18.19554281,674.68,0.513606653,21.83678655,682.01,0.50976869,28.06029563,610.5,0.470926759,14.42965799,674.68,0.526356073,2600-54823 CO,40.0274,-105.2519
2600-54824,colorado,Colorado,2013,M,147,3,45.5,16.5,NA,16.81397491,634.4533333,0.505141478,24.95006173,610.18,0.474740966,25.54244934,610.82,0.454542992,21.18094375,610.5,0.50326126,2600-54824 CO,40.0274,-105.2519
2600-54825,colorado,Colorado,2013,F,196,2,75.58333333,19,NA,20.85104458,661.0833333,0.46391992,31.62619337,599.8066667,0.427564424,38.82871761,586.8533333,0.376168015,29.59633829,644.4866667,0.451126499,2600-54825 CO,40.0274,-105.2519
2600-54826,colorado,Colorado,2013,M,NA,0,107.16666665,16,NA,10.55313776,674.06,0.506233274,32.90624053,618.8166667,0.446830794,23.42521906,626.7933333,0.4453942,19.03808616,626.7933333,0.505059308,2600-54826 CO,40.0274,-105.2519
2600-54827,colorado,Colorado,2013,M,NA,0,82.5,0,NA,18.72586715,660.02,0.514265436,31.53836428,659.7066667,0.431034154,31.06825221,643.7366667,0.433417794,23.53876999,660.02,0.473752098,2600-54827 CO,40.0274,-105.2519
2600-54828,colorado,Colorado,2013,F,192,1,69.25,18,NA,29.12615123,660.4,0.427487882,42.69385662,625.1133333,0.406333844,39.82472926,643.4133333,0.388302411,31.36498281,660.02,0.428056373,2600-54828 CO,40.0274,-105.2519
2600-54829,colorado,Colorado,2013,F,NA,0,83.5,0,NA,27.77202747,644.48,0.476296634,43.94246787,631.7566667,0.376347536,38.63952018,643.4066667,0.371769259,38.04780821,659.08,0.398707698,2600-54829 CO,40.0274,-105.2519
2600-54901,colorado,Colorado,2013,F,189,3,77.75,NA,NA,31.72787949,610.18,0.443831296,29.86332016,626.7933333,0.416509697,32.20154131,667.42,0.371582806,37.98123619,610.18,0.406440019,2600-54901 CO,40.0274,-105.2519
2600-54902,colorado,Colorado,2013,F,163,NA,74,0,NA,22.35407171,660.4,0.473681676,38.6237676,659.7066667,0.36198824,52.73730996,643.1,0.344995971,31.91645924,659.7066667,0.389980118,2600-54902 CO,40.0274,-105.2519
2600-54903,colorado,Colorado,2013,M,NA,0,88.08333333499999,16.5,NA,16.82302288,684.75,0.526939752,32.86839175,649.4833333,0.458636517,32.06996545,627.8133333,0.425368556,33.10220414,627.8133333,0.459191101,2600-54903 CO,40.0274,-105.2519
2600-54905,colorado,Colorado,2013,F,172,4,78.5,16.5,NA,18.10036401,641.7733333,0.533122482,49.3473981,599.1633333,0.364525883,38.59391053,626.7933333,0.393653102,47.73026039,610.82,0.380809397,2600-54905 CO,40.0274,-105.2519
2600-54906,colorado,Colorado,2013,F,185,3,73.5,NA,NA,35.69045719,599.4833333,0.431112987,43.31276331,587.8266667,0.400217752,43.59644033,599.1633333,0.361142878,40.48186613,660.02,0.371906299,2600-54906 CO,40.0274,-105.2519
2600-54907,colorado,Colorado,2013,M,139,NA,0,NA,NA,23.20887396,660.02,0.490189841,27.04025221,660.02,0.46797536,24.79430541,660.02,0.436069996,22.26820532,643.7266667,0.494696801,2600-54907 CO,40.0274,-105.2519
2600-54908,colorado,Colorado,2013,F,191,0,37.5,17.5,NA,11.22116133,685.37,0.549873911,21.11262282,651.74,0.525723203,20.00758035,635.0866667,0.489761737,11.08940322,681.39,0.552086763,2600-54908 CO,40.0274,-105.2519
2600-54909,colorado,Colorado,2013,F,172,2,78.5,18.5,NA,20.47325894,646.0433333,0.492503552,26.34422437,590.1066667,0.463613172,42.69948256,622.39,0.395170012,29.76667077,644.37,0.45765501200000003,2600-54909 CO,40.0274,-105.2519
2600-54910,colorado,Colorado,2013,M,NA,0,81,15.5,NA,21.62906006,679.7933333,0.481071449,33.72651025,600.1133333,0.450384271,30.14034311,635.7166667,0.452261085,32.44905875,625.4033333,0.434543216,2600-54910 CO,40.0274,-105.2519
2600-54913,colorado,Colorado,2013,F,169,NA,72.5,NA,NA,26.43950022,627.8133333,0.485231,23.52428656,627.4333333,0.469526841,30.69368319,644.4866667,0.462157462,31.64025588,644.1666667,0.441356921,2600-54913 CO,40.0274,-105.2519
2600-54914,colorado,Colorado,2013,F,176,3,80.33333333499999,18,NA,31.91304579,658.4466667,0.467425807,33.46147137,644.4866667,0.446600374,36.23768097,627.1133333,0.381219875,43.77239543,644.1066667,0.398772089,2600-54914 CO,40.0274,-105.2519
2600-54917,colorado,Colorado,2013,M,150,4,92.41666666500001,17.63,NA,16.05884393,652.4666667,0.53493481,34.13696057,590.4933333,0.414476461,22.89888787,633.5,0.446665312,20.4377665,659.3933333,0.475127637,2600-54917 CO,40.0274,-105.2519
2600-54918,colorado,Colorado,2013,F,207,4,75.91666666500001,17.5,NA,19.14534241,632.0966667,0.49993968,27.64169167,619.78,0.466152635,30.09748468,628.1366667,0.433250984,18.81740315,655.8233333,0.517331502,2600-54918 CO,40.0274,-105.2519
2600-54919,colorado,Colorado,2013,F,214,0,80.58333333499999,20,NA,21.81128736,611.14,0.470250021,39.04188082,627.4933333,0.433545092,37.99512552,610.82,0.411309482,30.77279973,644.1066667,0.449475781,2600-54919 CO,40.0274,-105.2519
2600-54920,colorado,Colorado,2013,F,149,9,74.08333333499999,NA,NA,34.0712906,627.7566667,0.433277267,38.87539009,611.4666667,0.417671072,44.0856236,596.1433333,0.373712064,27.65093507,650.4266667,0.465659577,2600-54920 CO,40.0274,-105.2519
2640-97001,colorado,Colorado,2013,M,148,NA,87.5,19,NA,15.45123176,660.4666667,0.483176849,21.57705707,626.7933333,0.500646137,24.16219947,643.7866667,0.4547199,19.7610558,660.02,0.487733262,2640-97001 CO,40.0274,-105.2519
2640-97002,colorado,Colorado,2013,F,155,5,74.91666666500001,NA,NA,17.93652833,654.4033333,0.521979896,40.58744367,611.4333333,0.399612429,41.77456229,619.1,0.408198035,31.32650983,611.7866667,0.446691628,2640-97002 CO,40.0274,-105.2519
2640-97003,colorado,Colorado,2013,F,154,0,76.91666666500001,18,NA,14.24454951,647.7333333,0.51892792,31.02180728,632.1166667,0.442946371,30.34738024,628.13,0.436763958,25.77030145,628.45,0.481673508,2640-97003 CO,40.0274,-105.2519
2640-97004,colorado,Colorado,2013,F,161,2,72.66666667,16.75,NA,20.94266326,674.7333333,0.47294889,39.17290185,640.7933333,0.411554256,48.42564797,617.1033333,0.372173656,32.68161988,599.4166667,0.434984015,2640-97004 CO,40.0274,-105.2519
2640-97005,colorado,Colorado,2013,F,NA,0,81.83333333499999,16.5,NA,14.72985386,672.7233333,0.540547451,28.95254816,645.8033333,0.46154201500000003,45.92380738,606.1166667,0.37204931,29.05456294,595.09,0.455459125,2640-97005 CO,40.0274,-105.2519
2640-97006,colorado,Colorado,2013,M,169,NA,87.5,17,NA,15.84566692,643.7266667,0.455241951,33.897781,611.14,0.443626503,23.27355321,643.7933333,0.488841855,27.72910115,644.4866667,0.450113753,2640-97006 CO,40.0274,-105.2519
2640-97007,colorado,Colorado,2013,M,155,5,84.16666666500001,17,NA,19.89333956,627.1133333,0.46734003,24.86978059,611.14,0.486998031,21.85380638,627.4933333,0.487615842,24.33422399,660.4,0.467031985,2640-97007 CO,40.0274,-105.2519
2640-97008,colorado,Colorado,2013,M,171,NA,90.66666666500001,16.5,NA,20.38008018,634.8166667,0.501526943,25.17849708,650.11,0.475554206,34.92117561,616.8166667,0.412041409,32.65072881,643.4933333,0.425784846,2640-97008 CO,40.0274,-105.2519
