"","date","location","gps","lat","long","sex","band","rwl.mean","rts.mean","lts.mean","tail.mean","tarsus.mean","bill.length.mean","bill.depth.mean","bill.width.mean","b.total.bright","b.avg.bright","b.hue","b.chrom","r.total.bright","r.avg.bright","r.hue","r.chrom","t.total.bright","t.avg.bright","t.hue","t.chrom","v.total.bright","v.avg.bright","v.hue","v.chrom","primary1","primary2","primary3","primary4","primary5","primary6","primary7","primary8","primary9","weight","mate.id"
"136","5/4/16","Moulay","construction",34.811825,-6.302336,"f","1528",122.8333333,83.66666667,82.16666667,82.91666667,10.7,6.133333333,3.033333333,5.333333333,111871.5797,56.01981956,643.4066667,0.317623846,107701.451,53.93162293,660.02,0.314018333,25798.44497,12.91860038,661.4733333,0.523052433,81484.977,40.80369404,610.5,0.361796828,95,93,88,82,77,72,66,60,52,19.99,NA
"137","5/4/16","Moulay","rip",34.80767,-6.30827,"f","1529",123.6666667,89.5,90.16666667,89.83333334,10.31666667,5.6,2.833333333,4.9,69525.64333,34.81504423,610.1133333,0.383547146,95486.043,47.81474362,609.02,0.356755847,20457.9849,10.24435899,674.7533333,0.501922309,58079.81913,29.08353487,626.02,0.396302527,97,97,90,84,78,72,65,59,50,19.7,NA
"138","5/4/16","Moulay","rip",34.80767,-6.30827,"m","1530",127,110,107,108.5,10.63333333,5.8,3.033333333,4.966666667,68813.172,34.45827341,626.7933333,0.364578291,65122.1795,32.61000476,635.1,0.368228261,21156.7578,10.59427031,660.02,0.457763245,48071.61267,24.0719142,626.7933333,0.46327952,99,98,91,85,78,71,65,59,53,18.33,NA
"139","5/4/16","Moulay","rip",34.80767,-6.30827,"f","1531",120.5,91.66666667,91,91.33333334,10.3,5.8,2.733333333,5.033333333,99212.00567,49.68052362,599.8133333,0.356168657,90556,45.34601903,599.1075,0.352798248,45897.45937,22.98320449,624.4433333,0.441007794,60944.94933,30.51825204,627.4366667,0.416796195,94,94,87,80,74,68,63,57,51.5,16.53,NA
"140","5/4/16","Moulay","rip",34.80767,-6.30827,"m","1532",124.5,NA,94.83333333,94.83333333,10.5,5.9,2.866666667,4.833333333,80350.75967,40.23573343,642.3933333,0.347296191,104377.1837,52.26699232,626.8,0.336115894,23779.72057,11.90772187,666.7266667,0.497531333,85423.45067,42.77588917,659.08,0.367263941,97,94,88,82,76,71,64,57.5,51,18.71,NA
"141","5/4/16","Moulay","garage",34.810417,-6.308456,"m","1533",127.1666667,111,108,109.5,10.76666667,6,2.866666667,4.9,80350.75967,40.23573343,642.3933333,0.347296191,104377.1837,52.26699232,626.8,0.336115894,23779.72057,11.90772187,666.7266667,0.497531333,85423.45067,42.77588917,659.08,0.367263941,99,96,90.5,83,77,71.5,66,60,53,19.35,NA
"142","5/4/16","Moulay","garage",34.810417,-6.308456,"f","1534",120,85.33333333,83.5,84.41666667,10.7,5.75,3.083333333,5.566666667,76106.086,38.11020831,660.4,0.347728924,70028.81767,35.06700935,660.02,0.339577666,48089.003,24.08062243,661.16,0.429592765,81310.05533,40.71610182,643.7266667,0.34686618,94,92.5,87,79,73,67,61.5,57,50,18.62,NA
"143","5/4/16","Moulay","garage",34.810417,-6.308456,"f","1535",121,91.66666667,89.66666667,90.66666667,10.26666667,5.9,3.066666667,4.633333333,118697.1603,59.43773677,628.1366667,0.323377812,104033.144,52.09471407,610.82,0.33654259,29544.61737,14.79450043,661.7866667,0.474638605,75602.097,37.85783525,614.1133333,0.370602903,93,92,87,81,75,69,65,58.5,51,17.8,NA
"144","5/4/16","Moulay","garage",34.810417,-6.308456,"f","1536",121.8333333,92,90.33333333,91.16666667,10.03333333,6.183333333,2.966666667,5.033333333,120128.1437,60.15430329,557.8366667,0.325203934,74717.148,37.41469604,626.48,0.350478845,28210.72613,14.1265529,659.08,0.509071259,60651.76,30.37143716,598.7666667,0.439498388,95,93,88,82,77,70,65,58,52,20.31,NA
"145","5/4/16","Moulay","garage",34.810417,-6.308456,"m","1537",124.6666667,108,108,108,10.76666667,5.833333333,3.15,4.833333333,96701.262,48.4232659,609.7933333,0.341378004,85447.06867,42.78771591,609.4066667,0.360085107,28605.2608,14.32411657,670.0966667,0.440169656,81543.22033,40.83285946,643.4066667,0.365106408,99,97,91,83,78,71,65,58.5,50,18.74,NA
"146","5/4/16","Moulay","garage",34.810417,-6.308456,"m","1538",122.6666667,111,110,110.5,10.2,5.466666667,2.933333333,5.033333333,70596.95567,35.35150509,660.4,0.337513183,77091.37467,38.60359272,643.4066667,0.336579239,26216.33583,13.12785971,660.02,0.483038183,58145.8195,29.11658463,660.02,0.357461154,98,95.5,90,83,78,71,66,60,53,16.22,NA
"147","5/4/16","Moulay","garage",34.810417,-6.308456,"f","1539",124.1666667,106,105.3333333,105.6666667,11,6.066666667,3,4.833333333,61054.162,30.57294041,660.02,0.36714351,70350.345,35.22801452,660.02,0.381863635,36159.52067,18.10692071,644.1066667,0.456343516,59856.776,29.97334802,643.7866667,0.390642336,97,95,91.5,85,79,73,67,59,53,18.53,NA
"148","5/4/16","Moulay","nesta",34.811174,-6.308552,"f","1540",123.1666667,84.16666667,83.83333333,84,11.16666667,5.666666667,2.833333333,4.766666667,61054.162,30.57294041,660.02,0.36714351,70350.345,35.22801452,660.02,0.381863635,36159.52067,18.10692071,644.1066667,0.456343516,59856.776,29.97334802,643.7866667,0.390642336,96,93,88.5,82,75,70,62,56,49,20.93,"1541"
"149","5/4/16","Moulay","nesta",34.811174,-6.308552,"m","1541",125.3333333,106.3333333,104,105.1666667,10.63333333,5.9,2.966666667,4.933333333,64151.467,32.12391938,643.4066667,0.391318075,105784.7603,52.97183792,660.02,0.343234592,23401.0632,11.71810876,660.02,0.40253642,32047.06437,16.04760359,660.02,0.427516422,99,97,90,82,77,70,63,56,51,19.11,"1540"
"150","5/4/16","Moulay","Nest.b",34.811174,-6.308552,"f","1542",120.1666667,79.33333333,79,79.16666667,11.53333333,6.283333333,2.966666667,4.666666667,81417.35833,40.76983392,598.4566667,0.370389454,93103.985,46.62192539,626.7933333,0.340348454,27991.3027,14.01667636,671.41,0.503718328,61563.28067,30.82788216,598.5166667,0.397393751,94,92,86.5,80,75,69,63,58,51.5,20.13,NA
"151","5/4/16","Moulay","Nest.b",34.811174,-6.308552,"f?","1543",122.6666667,90,88,89,10.9,5.816666667,2.766666667,4.866666667,90107.043,45.1212033,661.16,0.348635927,69610.22667,34.85739943,661.16,0.37292291,34341.07123,17.19633011,660.78,0.44982771,63825.77267,31.96082757,661.16,0.408501847,95,94,87,82,76,69,65,59,52,18.37,NA
"152","5/4/16","Moulay","Nest.b",34.811174,-6.308552,"m","1544",122,93.66666667,92,92.83333334,10.83333333,5.783333333,2.9,4.633333333,56213.63783,28.14904248,660.02,0.388580076,77876.309,38.99664947,660.02,0.367900101,17466.95507,8.746597429,660.02,0.482618284,55251.09467,27.66704791,660.02,0.452654642,95,91,87,80,75,69,63,57,50,NA,NA
"153","5/4/16","Moulay","Nest.b",34.811174,-6.308552,"m?","1545",119,87,85,86,10.2,5.233333333,2.866666667,4.7,73613.10843,36.86184699,627.1733333,0.324790889,72281.544,36.1950646,660.4,0.323007395,29488.3763,14.76633766,660.02,0.492070365,70534.48567,35.32022317,627.1133333,0.373703146,93,91,87,80,73,67.5,62,55,50,18.03,NA
"154","5/4/16","Moulay","Crowd.",34.811174,-6.308552,"f","1546",123,91,90,90.5,11.33333333,6.033333333,3.033333333,5.133333333,55545.26533,27.8143542,642.78,0.369689964,63457.121,31.77622484,660.02,0.373074252,28092.8651,14.06753385,660.02,0.474635721,48920.747,24.49711918,627.1133333,0.436124571,96,95,89.5,82,76,70,63,58,52.5,20.62,"1547"
"155","5/4/16","Moulay","Crowd.",34.811174,-6.308552,"m","1547",122,106,95.83333333,100.9166667,11.53333333,6.333333333,2.766666667,5.4,74125.69133,37.11852345,626.7933333,0.385977819,76727.79433,38.42152946,610.18,0.375255863,26325.6864,13.18261713,667.04,0.472825581,41731.4669,20.89707907,626.7933333,0.471580218,95,91,86.5,80,73,67,61,55,49,18.65,"1546"
"156","5/4/16","Souk.Larbaa","finito",34.680928,-5.9968,"m","1548",124.1666667,97.33333333,95,96.16666667,10.76666667,6.033333333,3,4.933333333,114420.1257,57.29600684,631.7433333,0.355341095,108925.2607,54.544447,660.02,0.32627543,24584.06603,12.31049876,669.7166667,0.510863114,113255.5993,56.71286897,660.02,0.330594046,97,94,87,81,75,70,63,56,49,19.51,NA
"157","5/4/16","Souk.Larbaa","finito",34.680928,-5.9968,"f","1549",121.5,88,88.33333333,88.16666667,10.23333333,6.033333333,2.7,5.033333333,106577.0013,53.3685535,642.7066667,0.33978691,128856.948,64.52526189,642.3933333,0.314638819,24811.55103,12.42441213,681.08,0.495315282,82021.317,41.0722669,614.43,0.405409622,95,94,87,81,74,70,65,58,50,20.58,NA
"158","5/4/16","Souk.Larbaa","finito",34.680928,-5.9968,"f","1550",123.1666667,89,86.66666667,87.83333334,10.86666667,6.366666667,2.766666667,4.766666667,62585.599,31.33980921,643.4066667,0.351815589,99205.08167,49.67705642,660.4,0.347837643,25143.54023,12.5906561,653.4833333,0.485413256,76248.92767,38.18173644,644.1666667,0.379818125,96,94,88.5,80,75,69,63,57,51,19.73,NA
"159","5/4/16","Souk.Larbaa","finito",34.680928,-5.9968,"m ","1551",124,106.3333333,103.3333333,104.8333333,10.43333333,5.666666667,2.933333333,5.1,81052.57,40.58716575,626.7933333,0.341569643,85442.19533,42.78527558,660.02,0.344091822,27672.34327,13.85695707,675.3666667,0.52998715,89973.38933,45.05427608,627.4333333,0.359340748,99,95,89.5,83,77,70,65,58,52.5,16.99,NA
